GeneID,padj,pvalue,lfcSE,stat,log2FoldChange,baseMean,Symbol,Description
84267,0.272744,4.67E-04,0.7757,3.4990677,2.7141278,17.61,C9orf64,chromosome 9 open reading frame 64
7678,0.290704,5.37E-04,0.1179,-3.4617593,-0.408026,424.61,ZNF124,zinc finger protein 124
107986399,0.298978,5.67E-04,0.4438,3.4468026,1.5296955,27.03,LOC107986399,uncharacterized LOC107986399
222166,0.311364,6.07E-04,0.1218,-3.4285883,-0.4175876,4779.14,MTURN,"maturin, neural progenitor differentiation regulator homolog"
26092,0.33242,6.65E-04,0.0779,-3.4036963,-0.2652226,1274.95,TOR1AIP1,torsin 1A interacting protein 1
100499467,0.349337,7.17E-04,0.2117,3.3831667,0.716296,631.39,LINC00673,long intergenic non-protein coding RNA 673
84879,0.351894,9.58E-04,0.2528,3.3027123,0.8349341,115.51,MFSD2A,"MFSD2 lysolipid transporter A, lysophospholipid"
26864,0.351894,9.31E-04,0.2179,-3.3106111,-0.7215168,134935.51,RNVU1-7,"RNA, variant U1 small nuclear 7"
1196,0.351894,9.92E-04,0.12,-3.2926525,-0.3950106,714.04,CLK2,CDC like kinase 2
4817,0.351894,7.63E-04,0.1373,-3.3658579,-0.462265,651.16,NIT1,nitrilase 1
57645,0.351894,9.07E-04,0.0935,-3.3179912,-0.310258,2603.66,POGK,pogo transposable element derived with KRAB domain
6696,0.351894,9.13E-04,0.7607,3.3161012,2.5226712,22.3,SPP1,secreted phosphoprotein 1
4131,0.351894,9.60E-04,0.1113,3.3021083,0.3675411,41273.67,MAP1B,microtubule associated protein 1B
677828,0.351894,8.95E-04,0.1499,-3.3215169,-0.4977893,828.22,SNORA47,"small nucleolar RNA, H/ACA box 47"
2890,0.351894,8.73E-04,0.1786,3.328657,0.5945591,5776.63,GRIA1,glutamate ionotropic receptor AMPA type subunit 1
6084,0.351894,8.48E-04,0.1614,-3.3367904,-0.5385086,146864.62,RNY1,"RNA, Ro60-associated Y1"
646480,0.351894,9.62E-04,0.6036,3.3012777,1.9926885,8.08,FABP9,fatty acid binding protein 9
439950,0.351894,7.91E-04,0.3871,3.3558679,1.2990859,57.27,CELF2-AS2,CELF2 antisense RNA 2
55089,0.351894,8.24E-04,0.5409,3.3444961,1.8089041,11.17,SLC38A4,solute carrier family 38 member 4
283643,0.351894,8.29E-04,0.1328,-3.3429588,-0.4439875,143.81,TEDC1,tubulin epsilon and delta complex 1
79087,0.351894,9.91E-04,0.0975,-3.293099,-0.321203,479.75,ALG12,"ALG12 alpha-1,6-mannosyltransferase"
29066,0.355541,1.02E-03,0.0932,3.2846786,0.3062009,773.13,ZC3H7A,zinc finger CCCH-type containing 7A
4857,0.367388,1.07E-03,0.213,3.2704278,0.6964464,1255.15,NOVA1,NOVA alternative splicing regulator 1
6660,0.374868,1.11E-03,0.1268,3.259793,0.4132834,3634.93,SOX5,SRY-box transcription factor 5
112267900,0.383557,1.21E-03,0.3822,3.2369834,1.2371677,16.53,LOC112267900,uncharacterized LOC112267900
9179,0.383557,1.22E-03,0.1556,-3.2342909,-0.5033406,505.91,AP4M1,adaptor related protein complex 4 subunit mu 1
105376182,0.383557,1.20E-03,0.6201,3.238555,2.0080928,13.82,LOC105376182,uncharacterized LOC105376182
8398,0.383557,1.21E-03,0.1034,-3.2354661,-0.3343874,345.15,PLA2G6,phospholipase A2 group VI
23349,0.390782,1.26E-03,0.6528,3.2243787,2.1049789,14.3,PHF24,PHD finger protein 24
619565,0.391612,1.31E-03,0.1439,-3.2148109,-0.4626652,250.31,SNORA52,"small nucleolar RNA, H/ACA box 52"
5058,0.391612,1.30E-03,0.229,3.2150648,0.7362729,158.35,PAK1,p21 (RAC1) activated kinase 1
107986010,0.428429,1.45E-03,0.3273,3.1845099,1.0423377,43.25,LOC107986010,uncharacterized LOC107986010
105378497,0.453238,1.56E-03,0.4441,3.1638072,1.4051021,34.21,LOC105378497,uncharacterized LOC105378497
1464,0.472791,1.65E-03,0.5325,-3.1471642,-1.6759629,240.87,CSPG4,chondroitin sulfate proteoglycan 4
65005,0.474852,1.87E-03,0.1091,-3.1096549,-0.3391651,681.24,MRPL9,mitochondrial ribosomal protein L9
56106,0.474852,1.72E-03,0.2696,3.1342731,0.8448498,1117.7,PCDHGA10,"protocadherin gamma subfamily A, 10"
84870,0.474852,1.82E-03,0.5819,-3.1175569,-1.8139543,73.38,RSPO3,R-spondin 3
23333,0.474852,2.07E-03,0.2136,-3.0800349,-0.6578882,8281.74,DPY19L1,dpy-19 like C-mannosyltransferase 1
221908,0.474852,1.86E-03,0.1278,-3.1113345,-0.3974796,141.28,PPP1R35,protein phosphatase 1 regulatory subunit 35
105376050,0.474852,1.92E-03,0.3482,3.1015695,1.079921,100.54,LOC105376050,uncharacterized LOC105376050
100874012,0.474852,2.00E-03,0.3731,3.0899483,1.1529453,73.97,NAV2-AS5,NAV2 antisense RNA 5
203859,0.474852,1.74E-03,0.5543,3.1307941,1.7355473,188.83,ANO5,anoctamin 5
692108,0.474852,1.87E-03,0.2433,-3.110257,-0.7567697,190.83,SNORD67,"small nucleolar RNA, C/D box 67"
100189030,0.474852,1.90E-03,0.4668,-3.1054048,-1.449562,32.85,TRE-TTC2-1,tRNA-Glu (anticodon TTC) 2-1
83851,0.474852,2.02E-03,0.3705,3.0869526,1.1436609,103.88,SYT16,synaptotagmin 16
100189063,0.474852,2.06E-03,0.6563,-3.081242,-2.0220978,20.33,TRE-TTC2-2,tRNA-Glu (anticodon TTC) 2-2
84952,0.474852,1.98E-03,0.4211,-3.0931018,-1.3024383,341.63,CGNL1,cingulin like 1
26832,0.474852,2.03E-03,0.1406,-3.0860272,-0.4339972,3050.49,RNU5B-1,"RNA, U5B small nuclear 1"
107985144,0.474852,1.96E-03,0.7677,3.0957482,2.3764683,29.36,LOC107985144,uncharacterized LOC107985144
105371970,0.474852,2.01E-03,0.6774,3.088122,2.0920147,166.01,LOC105371970,uncharacterized LOC105371970
110091775,0.474852,1.88E-03,0.1313,-3.1085663,-0.4083008,815.89,CFAP298-TCP10L,CFAP298-TCP10L readthrough
105371953,0.51049,2.25E-03,0.6229,3.0549104,1.9029129,24.64,LOC105371953,uncharacterized LOC105371953
10903,0.512062,2.28E-03,0.2266,-3.0505181,-0.6910959,547.98,MTMR11,myotubularin related protein 11
3965,0.518556,2.34E-03,0.4819,3.0432949,1.4666613,11.66,LGALS9,galectin 9
100302743,0.541937,2.61E-03,0.206,-3.010023,-0.6201198,35.21,SNORA80B,"small nucleolar RNA, H/ACA box 80B"
112268471,0.541937,2.61E-03,0.217,3.010796,0.6533466,1202.03,LOC112268471,
8521,0.541937,2.55E-03,0.4097,3.0176697,1.236214,11.16,GCM1,glial cells missing transcription factor 1
6447,0.541937,2.60E-03,0.4309,3.0119083,1.2977766,44.67,SCG5,secretogranin V
8625,0.541937,2.52E-03,0.099,-3.0206847,-0.2990841,750.52,RFXANK,regulatory factor X associated ankyrin containing protein
677799,0.541937,2.53E-03,0.2139,-3.020261,-0.6459317,169.33,SNORA11,"small nucleolar RNA, H/ACA box 11"
125050,0.542839,2.64E-03,0.1106,-3.0063017,-0.3324152,916793.52,RN7SK,RNA component of 7SK nuclear ribonucleoprotein
105378954,0.544151,2.71E-03,0.3045,-2.9992264,-0.9131875,45.41,LOC105378954,
22829,0.544151,2.69E-03,0.4763,-3.0010713,-1.42947,283.66,NLGN4Y,neuroligin 4 Y-linked
79971,0.552718,3.20E-03,0.2038,-2.9481259,-0.6007115,6113.69,WLS,Wnt ligand secretion mediator
100189384,0.552718,2.96E-03,0.3922,-2.9720327,-1.1655687,11.02,TRE-CTC1-1,tRNA-Glu (anticodon CTC) 1-1
102724364,0.552718,3.59E-03,0.3142,-2.9121432,-0.9148965,34634.23,SEC22B4P,"SEC22 homolog B4, pseudogene"
29097,0.552718,3.34E-03,0.0636,-2.9344399,-0.1865029,729.77,CNIH4,cornichon family AMPA receptor auxiliary protein 4
22796,0.552718,2.92E-03,0.1179,-2.9755532,-0.3507555,758.53,COG2,component of oligomeric golgi complex 2
129607,0.552718,3.26E-03,0.3085,2.9421398,0.9076505,68.23,CMPK2,cytidine/uridine monophosphate kinase 2
401024,0.552718,2.98E-03,0.3233,2.9693408,0.9599886,2170.48,FSIP2,fibrous sheath interacting protein 2
202020,0.552718,3.84E-03,0.2197,2.8908998,0.6351993,58.61,TAPT1-AS1,TAPT1 antisense RNA 1 (head to head)
166647,0.552718,3.41E-03,0.1036,2.9281684,0.3032741,1714.33,ADGRA3,adhesion G protein-coupled receptor A3
56133,0.552718,4.03E-03,0.1216,-2.8756866,-0.3495928,2410.88,PCDHB2,protocadherin beta 2
56099,0.552718,3.91E-03,0.1943,-2.8852214,-0.5607019,825.94,PCDHGB7,"protocadherin gamma subfamily B, 7"
23120,0.552718,3.19E-03,0.998,2.9491613,2.9433357,868.05,ATP10B,ATPase phospholipid transporting 10B (putative)
10919,0.552718,3.19E-03,0.1052,-2.9483664,-0.3102067,2114.34,EHMT2,euchromatic histone lysine methyltransferase 2
105377862,0.552718,3.52E-03,0.5081,2.9184564,1.4829265,20.89,LOC105377862,uncharacterized LOC105377862
3315,0.552718,2.84E-03,0.2277,-2.9849989,-0.6796645,873,HSPB1,heat shock protein family B (small) member 1
112268007,0.552718,3.07E-03,0.3307,2.9608191,0.97921,53.65,GRM3-AS1,GRM3 antisense RNA 1
5439,0.552718,3.49E-03,0.0891,-2.9210038,-0.2601846,632.24,POLR2J,RNA polymerase II subunit J
22798,0.552718,3.17E-03,0.4157,2.9504391,1.226384,50.09,LAMB4,laminin subunit beta 4
105375527,0.552718,3.38E-03,0.3269,2.9306713,0.9579894,200.29,LOC105375527,uncharacterized LOC105375527
57541,0.552718,3.95E-03,0.0776,2.8821316,0.2237896,877.29,ZNF398,zinc finger protein 398
5789,0.552718,4.09E-03,0.2709,2.8708512,0.7777778,3990.33,PTPRD,protein tyrosine phosphatase receptor type D
55312,0.552718,4.02E-03,0.1659,-2.8768739,-0.4773098,853.98,RFK,riboflavin kinase
54769,0.552718,3.87E-03,0.4566,2.8883776,1.318909,84.23,DIRAS2,DIRAS family GTPase 2
5069,0.552718,3.54E-03,0.451,2.9165593,1.3153814,24.07,PAPPA,pappalysin 1
105376486,0.552718,4.11E-03,0.1963,2.8696128,0.563363,55.76,LOC105376486,
221002,0.552718,2.97E-03,0.411,2.9706331,1.2208803,14.89,RASGEF1A,RasGEF domain family member 1A
3778,0.552718,3.52E-03,0.5004,2.9186146,1.4603295,228.33,KCNMA1,potassium calcium-activated channel subfamily M alpha 1
7439,0.552718,3.38E-03,0.128,2.9311167,0.3752176,1750.17,BEST1,bestrophin 1
105369697,0.552718,4.04E-03,0.3728,2.875192,1.0718026,35.43,LOC105369697,uncharacterized LOC105369697
55449,0.552718,3.77E-03,0.1242,-2.896892,-0.3598455,336.73,DHRS4-AS1,DHRS4 antisense RNA 1
646113,0.552718,3.36E-03,0.5577,2.9331865,1.6358164,57.48,LINC00643,long intergenic non-protein coding RNA 643
100506411,0.552718,3.90E-03,0.3832,2.8858334,1.1058647,14.54,MAP3K9-DT,MAP3K9 divergent transcript
7782,0.552718,3.77E-03,0.1396,2.8964487,0.4042599,243.42,SLC30A4,solute carrier family 30 member 4
102723985,0.552718,3.77E-03,0.4189,2.8969194,1.2134807,87.98,LOC102723985,uncharacterized LOC102723985
728276,0.552718,3.36E-03,0.646,-2.9324876,-1.8944754,948.11,CLEC19A,C-type lectin domain containing 19A
54496,0.552718,3.85E-03,0.0884,-2.8898458,-0.2554263,662.27,PRMT7,protein arginine methyltransferase 7
84461,0.552718,3.63E-03,0.1034,-2.9084012,-0.3006732,734.35,NEURL4,neuralized E3 ubiquitin protein ligase 4
100287808,0.552718,4.04E-03,0.3226,-2.8748644,-0.9273546,20.83,LOC100287808,uncharacterized LOC100287808
92659,0.552718,3.08E-03,0.2827,-2.9597423,-0.8367986,81.07,MILIP,MYC inducible lncRNA inactivating p53
9480,0.552718,3.06E-03,0.2599,2.9620826,0.7698606,168.62,ONECUT2,one cut homeobox 2
101954271,0.552718,3.70E-03,0.2515,-2.9028266,-0.730136,113.23,RNU6-9,"RNA, U6 small nuclear 9"
25850,0.552718,3.84E-03,0.2181,2.89072,0.6304553,210.68,ZNF345,zinc finger protein 345
147912,0.552718,3.38E-03,0.1589,-2.9312793,-0.4658144,379.8,SIX5,SIX homeobox 5
8463,0.552718,3.49E-03,0.0925,-2.9212321,-0.2703129,1845,TEAD2,TEA domain transcription factor 2
3661,0.552718,3.70E-03,0.1339,-2.9027784,-0.3887915,407.59,IRF3,interferon regulatory factor 3
107985430,0.552718,3.79E-03,0.4271,2.8953675,1.2366463,18.72,LOC107985430,
109616998,0.552718,4.10E-03,0.1837,-2.8703646,-0.527423,62.95,SNORA50B,"small nucleolar RNA, H/ACA box 50B"
29057,0.552718,3.72E-03,0.1264,2.9013412,0.366802,218.79,FAM156A,family with sequence similarity 156 member A
201633,0.553781,4.16E-03,0.2276,2.8658875,0.6523474,1634.51,TIGIT,T cell immunoreceptor with Ig and ITIM domains
84223,0.553781,4.21E-03,0.2956,-2.8620369,-0.8460564,1523.42,IQCG,IQ motif containing G
105378214,0.553781,4.29E-03,0.6537,2.8561568,1.8671378,15.49,LOC105378214,uncharacterized LOC105378214
51305,0.553781,4.26E-03,0.5975,2.8579734,1.7075395,103.16,KCNK9,potassium two pore domain channel subfamily K member 9
29901,0.553781,4.25E-03,0.1083,-2.8591667,-0.3097132,262.12,SAC3D1,SAC3 domain containing 1
283131,0.553781,4.29E-03,0.4513,2.856196,1.2889994,1946.9,NEAT1,nuclear paraspeckle assembly transcript 1
677774,0.557417,4.34E-03,0.2437,-2.8519807,-0.6949652,105.17,SCARNA1,small Cajal body-specific RNA 1
677808,0.560026,4.40E-03,0.1378,-2.8481064,-0.3925369,414.95,SNORA23,"small nucleolar RNA, H/ACA box 23"
54970,0.560026,4.42E-03,0.1414,2.8463365,0.4024713,333.76,TTC12,tetratricopeptide repeat domain 12
100189064,0.563138,4.63E-03,0.4194,-2.8318557,-1.1875922,48.24,TRG-TCC2-1,tRNA-Gly (anticodon TCC) 2-1
677823,0.563138,4.65E-03,0.1872,-2.8303809,-0.5298523,46.04,SNORA80E,"small nucleolar RNA, H/ACA box 80E"
117143,0.563138,4.62E-03,0.1223,-2.8324635,-0.3463833,533.98,TADA1,transcriptional adaptor 1
26137,0.563138,4.62E-03,0.2057,2.8323287,0.5826517,4597.59,ZBTB20,zinc finger and BTB domain containing 20
22828,0.563138,4.51E-03,0.0522,-2.8398253,-0.14822,3518.66,SCAF8,SR-related CTD associated factor 8
56683,0.563138,4.59E-03,0.1317,-2.8344821,-0.373352,1073.69,CFAP298,cilia and flagella associated protein 298
4577,0.563138,4.57E-03,0.403,-2.8356445,-1.1427782,12.14,TRNV,tRNA-Val
5144,0.567802,4.72E-03,0.2744,2.8257583,0.7753675,668.29,PDE4D,phosphodiesterase 4D
101954275,0.567874,4.75E-03,0.2803,-2.8237461,-0.7914052,80.87,RNU6-7,"RNA, U6 small nuclear 7"
100874234,0.569126,4.81E-03,0.4335,2.8196907,1.2224649,15.58,CACNA1C-AS4,CACNA1C antisense RNA 4
727866,0.569126,4.82E-03,0.1307,2.8191276,0.3684724,265.99,FAM156B,family with sequence similarity 156 member B
148413,0.57137,7.16E-03,0.135,-2.6891607,-0.3629833,426.63,MRPL20-AS1,MRPL20 antisense RNA 1
6080,0.57137,5.26E-03,0.1556,-2.7904716,-0.4341628,10577.94,SNORA73A,"small nucleolar RNA, H/ACA box 73A"
54936,0.57137,5.23E-03,0.1738,-2.7925126,-0.4854435,614.33,ADPRS,ADP-ribosylserine hydrolase
84265,0.57137,5.05E-03,0.1299,-2.8038191,-0.3642102,335.58,POLR3GL,RNA polymerase III subunit GL
5993,0.57137,5.25E-03,0.1419,-2.7911891,-0.3959433,1987.52,RFX5,regulatory factor X5
28956,0.57137,7.28E-03,0.1286,-2.6836733,-0.3450307,475.95,LAMTOR2,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2"
100302234,0.57137,7.11E-03,0.3385,-2.6916121,-0.9111166,26.83,MIR664A,microRNA 664a
677818,0.57137,7.09E-03,0.3267,-2.6926153,-0.8797485,27.12,SNORA36B,"small nucleolar RNA, H/ACA box 36B"
100132215,0.57137,6.07E-03,0.2939,-2.7442126,-0.8066176,418.14,EHBP1-AS1,EHBP1 antisense RNA 1
7841,0.57137,6.56E-03,0.1262,-2.7184351,-0.3431283,820.58,MOGS,mannosyl-oligosaccharide glucosidase
254128,0.57137,6.21E-03,0.0999,-2.7366273,-0.2735039,398.32,NIFK-AS1,NIFK antisense RNA 1
339742,0.57137,7.28E-03,0.4149,2.6838049,1.1135404,17.67,FAM201B,family with sequence similarity 201 member B
94101,0.57137,5.98E-03,0.0737,2.7488023,0.2024988,842.98,ORMDL1,ORMDL sphingolipid biosynthesis regulator 1
1195,0.57137,5.14E-03,0.0704,2.7981789,0.1968908,3118.71,CLK1,CDC like kinase 1
7508,0.57137,7.13E-03,0.0965,-2.6908732,-0.2596582,1368.41,XPC,"XPC complex subunit, DNA damage recognition and repair factor"
686,0.57137,6.74E-03,0.5668,2.7096229,1.5357378,944.16,BTD,biotinidase
6578,0.57137,6.99E-03,0.6358,2.6973941,1.7150753,11.51,SLCO2A1,solute carrier organic anion transporter family member 2A1
253461,0.57137,5.33E-03,0.191,-2.7862119,-0.5321028,1031.33,ZBTB38,zinc finger and BTB domain containing 38
22998,0.57137,5.85E-03,0.1219,2.7558823,0.3359175,2375.62,LIMCH1,LIM and calponin homology domains 1
64399,0.57137,7.31E-03,0.2894,2.6822577,0.7763287,51.77,HHIP,hedgehog interacting protein
4883,0.57137,5.90E-03,0.6208,2.7532687,1.7092667,62.04,NPR3,natriuretic peptide receptor 3
5924,0.57137,6.76E-03,0.2724,-2.708473,-0.7378471,185.7,RASGRF2,Ras protein specific guanine nucleotide releasing factor 2
105379170,0.57137,5.45E-03,0.6299,2.7791339,1.7506352,14.8,LOC105379170,
553103,0.57137,6.78E-03,0.2729,2.7075632,0.7389207,29.49,MIR3936HG,MIR3936 host gene
84062,0.57137,5.76E-03,0.2399,2.7612288,0.6625401,163.52,DTNBP1,dystrobrevin binding protein 1
221527,0.57137,4.94E-03,0.1726,-2.8106262,-0.4850286,352.62,ZBTB12,zinc finger and BTB domain containing 12
3123,0.57137,5.81E-03,0.4548,2.7583674,1.254472,568.13,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1"
677806,0.57137,7.30E-03,0.1563,-2.6828952,-0.419329,123.75,SNORA20,"small nucleolar RNA, H/ACA box 20"
5425,0.57137,7.23E-03,0.1193,-2.6862418,-0.3205006,1617.91,POLD2,"DNA polymerase delta 2, accessory subunit"
53844,0.57137,5.83E-03,0.4478,2.7570982,1.234685,199.12,COPG2IT1,COPG2 imprinted transcript 1
7988,0.57137,7.27E-03,0.1266,2.6842879,0.339715,164.08,ZNF212,zinc finger protein 212
26260,0.57137,6.45E-03,0.1089,2.7241872,0.2967642,798.37,FBXO25,F-box protein 25
112268014,0.57137,6.57E-03,0.399,2.7181323,1.0845982,29.1,LOC112268014,
101927118,0.57137,6.79E-03,0.3284,2.7071555,0.889068,38.98,LOC101927118,uncharacterized LOC101927118
100861412,0.57137,6.31E-03,0.1124,-2.7309617,-0.3069898,525.27,FSBP,fibrinogen silencer binding protein
7071,0.57137,5.94E-03,0.1699,-2.7508897,-0.4673859,432.65,KLF10,KLF transcription factor 10
340419,0.57137,6.85E-03,0.8146,-2.7039998,-2.2026696,3606.13,RSPO2,R-spondin 2
55848,0.57137,6.07E-03,0.1605,-2.7438883,-0.4404086,171,PLGRKT,plasminogen receptor with a C-terminal lysine
105376065,0.57137,6.30E-03,0.4136,2.7315345,1.1296951,28.16,LOC105376065,uncharacterized LOC105376065
7099,0.57137,5.52E-03,0.5505,2.7752089,1.5277719,90.04,TLR4,toll like receptor 4
118491,0.57137,5.74E-03,0.1879,2.7620573,0.5188566,132.76,CFAP70,cilia and flagella associated protein 70
107984294,0.57137,5.18E-03,0.3517,2.7956034,0.9830801,256.18,LOC107984294,
54708,0.57137,6.43E-03,0.1431,2.7248523,0.3899097,578.73,MARCHF5,membrane associated ring-CH-type finger 5
2805,0.57137,6.21E-03,0.1243,-2.7366952,-0.3402606,405.66,GOT1,glutamic-oxaloacetic transaminase 1
105378480,0.57137,6.87E-03,0.3881,2.7030683,1.0491826,27.6,LOC105378480,uncharacterized LOC105378480
26033,0.57137,6.59E-03,0.2038,2.7168294,0.5536874,1664.38,ATRNL1,attractin like 1
10435,0.57137,6.76E-03,0.2177,-2.7085739,-0.5897665,55.31,CDC42EP2,CDC42 effector protein 2
105369507,0.57137,5.67E-03,0.3745,2.766405,1.0360184,110.44,CADM1-AS1,CADM1 antisense RNA 1
79035,0.57137,5.73E-03,0.0811,-2.7630376,-0.2240333,877.65,NABP2,nucleic acid binding protein 2
26353,0.57137,6.64E-03,0.4311,2.7143113,1.1700884,125.59,HSPB8,heat shock protein family B (small) member 8
5027,0.57137,5.54E-03,0.3649,-2.7739617,-1.0121611,234.02,P2RX7,purinergic receptor P2X 7
26960,0.57137,7.32E-03,0.2228,2.6817015,0.5973902,2042.62,NBEA,neurobeachin
115207,0.57137,7.16E-03,0.2481,-2.6891303,-0.6670571,1814.77,KCTD12,potassium channel tetramerization domain containing 12
112268121,0.57137,6.48E-03,0.1946,2.7222921,0.5298466,262.62,LOC112268121,
2259,0.57137,5.99E-03,0.8059,2.7484069,2.2149246,25.71,FGF14,fibroblast growth factor 14
8650,0.57137,5.39E-03,0.0823,-2.7829018,-0.2290718,555.09,NUMB,NUMB endocytic adaptor protein
51550,0.57137,5.86E-03,0.1726,-2.7552906,-0.4755911,391.62,CINP,cyclin dependent kinase 2 interacting protein
145837,0.57137,5.27E-03,0.3979,-2.79034,-1.1103873,33.89,DRAIC,"downregulated RNA in cancer, inhibitor of cell invasion and migration"
23184,0.57137,5.32E-03,0.132,-2.7869977,-0.3680212,2072.35,MESD,mesoderm development LRP chaperone
100189168,0.57137,5.72E-03,0.2477,-2.7633017,-0.6845731,94.62,TRR-CCT3-1,tRNA-Arg (anticodon CCT) 3-1
283899,0.57137,5.87E-03,0.1101,-2.7548091,-0.3031837,642.67,INO80E,INO80 complex subunit E
5432,0.57137,5.58E-03,0.0929,-2.7716126,-0.2575379,941.2,POLR2C,RNA polymerase II subunit C
348174,0.57137,6.36E-03,0.3117,2.7285267,0.8505341,96.19,CLEC18A,C-type lectin domain family 18 member A
123775,0.57137,6.83E-03,0.1882,-2.7049278,-0.5090198,170.87,C16orf46,chromosome 16 open reading frame 46
5336,0.57137,5.15E-03,0.2614,-2.7974478,-0.7312914,710.31,PLCG2,phospholipase C gamma 2
1856,0.57137,6.77E-03,0.0993,-2.7081364,-0.2690479,1053.75,DVL2,dishevelled segment polarity protein 2
124751,0.57137,5.71E-03,0.138,-2.7637564,-0.3813327,550.53,KRBA2,KRAB-A domain containing 2
9955,0.57137,6.15E-03,0.1857,2.739941,0.5087066,983.12,HS3ST3A1,heparan sulfate-glucosamine 3-sulfotransferase 3A1
163,0.57137,6.62E-03,0.1331,2.715269,0.3615358,3019.77,AP2B1,adaptor related protein complex 2 subunit beta 1
649446,0.57137,7.02E-03,0.1915,-2.6960339,-0.5163797,184.5,DLGAP1-AS1,DLGAP1 antisense RNA 1
10347,0.57137,7.02E-03,0.2165,-2.6960507,-0.5837274,209.55,ABCA7,ATP binding cassette subfamily A member 7
9322,0.57137,6.20E-03,0.1494,-2.7371563,-0.4088768,457.47,TRIP10,thyroid hormone receptor interactor 10
65095,0.57137,4.97E-03,0.1459,-2.8089577,-0.4099511,568.02,KRI1,KRI1 homolog
