GeneID,padj,pvalue,lfcSE,stat,log2FoldChange,baseMean,Symbol,Description
55052,1,0.876143,0.1315,-0.1558599,-0.0204993,704.85,MRPL20,mitochondrial ribosomal protein L20
64856,1,0.71772,0.3687,0.3615071,0.1332834,428.31,VWA1,von Willebrand factor A domain containing 1
219293,1,0.73686,0.1946,-0.3360146,-0.0653894,44.76,ATAD3C,ATPase family AAA domain containing 3C
83858,1,0.818824,0.1741,-0.2290581,-0.0398774,725.25,ATAD3B,ATPase family AAA domain containing 3B
55210,1,0.835672,0.083,0.2074329,0.0172226,749.81,ATAD3A,ATPase family AAA domain containing 3A
339453,1,0.770029,0.1758,-0.2923374,-0.0513811,96.31,TMEM240,transmembrane protein 240
29101,1,0.596027,0.149,-0.5301223,-0.078963,1269.01,SSU72,"SSU72 homolog, RNA polymerase II CTD phosphatase"
643988,1,0.92765,0.3578,0.0908023,0.0324849,174.8,FNDC10,fibronectin type III domain containing 10
105378586,1,0.451874,0.5355,-0.7522942,-0.402834,12.74,LOC105378586,uncharacterized LOC105378586
142678,1,0.750846,0.1407,0.3175243,0.0446784,1583.25,MIB2,MIB E3 ubiquitin protein ligase 2
8510,1,0.930607,0.2897,-0.0870814,-0.0252298,29.9,MMP23B,matrix metallopeptidase 23B
984,1,0.700795,0.1225,0.3842469,0.0470644,729.87,CDK11B,cyclin dependent kinase 11B
728661,1,0.436205,0.1,0.7786182,0.0778816,2028.02,SLC35E2B,solute carrier family 35 member E2B
8511,1,0.850865,0.5783,0.1880151,0.1087322,10.39,MMP23A,matrix metallopeptidase 23A (pseudogene)
728642,1,0.644677,0.1161,0.4611694,0.0535503,553.29,CDK11A,cyclin dependent kinase 11A
9906,1,0.574602,0.1571,0.5612871,0.0881772,1459.36,SLC35E2A,solute carrier family 35 member E2A
112268218,1,0.884005,0.1667,-0.1458935,-0.024315,87.14,LOC112268218,uncharacterized LOC112268218
65220,1,0.832294,0.1516,-0.2117605,-0.0321122,1130.22,NADK,NAD kinase
2782,1,0.601846,0.0633,0.5217476,0.0330114,6371.56,GNB1,G protein subunit beta 1
105378949,1,0.613148,0.3049,-0.5055848,-0.1541461,23.46,GNB1-DT,GNB1 divergent transcript
85452,1,0.367503,0.5223,-0.9011612,-0.4706754,46.26,CFAP74,cilia and flagella associated protein 74
5590,1,0.82495,0.2632,-0.2211835,-0.0582051,207.83,PRKCZ,protein kinase C zeta
100506504,1,0.345482,0.4531,0.9433899,0.4274149,15.37,PRKCZ-AS1,PRKCZ antisense RNA 1
199990,1,0.706467,0.1319,-0.3766051,-0.049683,404.19,FAAP20,FA core complex associated protein 20
112268219,1,0.857781,0.3748,0.1792,0.0671636,62.92,LOC112268219,uncharacterized LOC112268219
6497,1,0.558389,0.2864,0.585236,0.1676225,1033.81,SKI,SKI proto-oncogene
79906,1,0.738034,0.1443,-0.3344585,-0.0482695,259.84,MORN1,MORN repeat containing 1
100129534,1,0.734585,0.2829,-0.3390332,-0.0959262,62,LOC100129534,small nuclear ribonucleoprotein polypeptide N pseudogene
11079,1,0.522735,0.1578,-0.6391351,-0.1008534,1780.89,RER1,retention in endoplasmic reticulum sorting receptor 1
5192,1,0.391519,0.1775,-0.8568658,-0.1520642,1050.19,PEX10,peroxisomal biogenesis factor 10
9651,1,0.662128,0.391,0.4369772,0.1708747,91.37,PLCH2,phospholipase C eta 2
55229,1,0.925482,0.1437,0.0935304,0.0134386,650.18,PANK4,pantothenate kinase 4 (inactive)
388585,1,0.041285,0.4277,2.040658,0.87283,701.37,HES5,hes family bHLH transcription factor 5
127281,1,0.26787,0.217,1.1079802,0.2404565,963.01,PRXL2B,peroxiredoxin like 2B
79258,1,0.187572,0.3415,1.3177946,0.4499745,99.45,MMEL1,membrane metalloendopeptidase like 1
100287898,1,0.986864,0.5734,0.0164637,0.0094401,12.13,TTC34,tetratricopeptide repeat domain 34
440556,1,0.408336,0.4624,0.8268258,0.3823004,123.76,PRDM16-DT,PRDM16 divergent transcript
63976,1,0.503782,0.4889,0.6685506,0.3268598,396.68,PRDM16,PR/SET domain 16
105378606,1,0.719688,0.7058,0.3588756,0.2533088,19.47,LOC105378606,uncharacterized LOC105378606
107984909,1,0.716588,0.8039,-0.363023,-0.2918164,14.9,LOC107984909,uncharacterized LOC107984909
105378605,1,0.801337,0.6712,0.2516168,0.1688896,22.12,LOC105378605,uncharacterized LOC105378605
105378604,1,0.978593,0.636,-0.0268329,-0.017065,78.97,LOC105378604,uncharacterized LOC105378604
1953,1,0.689091,0.6115,0.4000883,0.2446499,33.06,MEGF6,multiple EGF like domains 6
127262,1,0.544485,0.1347,-0.6060453,-0.0816599,130.07,TPRG1L,tumor protein p63 regulated 1 like
49856,1,0.764757,0.1346,0.29924,0.0402886,233.85,WRAP73,"WD repeat containing, antisense to TP73"
7161,1,0.431162,0.4042,0.7872049,0.3182049,47.36,TP73,tumor protein p73
57212,1,0.721973,0.1114,0.3558233,0.0396519,809.36,TP73-AS1,TP73 antisense RNA 1
148870,1,0.490581,0.5588,-0.6893853,-0.3852328,9.36,CCDC27,coiled-coil domain containing 27
388588,1,0.371729,0.5316,-0.89324,-0.4748909,14.33,SMIM1,small integral membrane protein 1 (Vel blood group)
57470,1,0.772056,0.0934,-0.2896872,-0.0270685,1368.96,LRRC47,leucine rich repeat containing 47
9731,1,0.448432,0.0771,0.7580323,0.0584098,687.62,CEP104,centrosomal protein 104
1677,1,0.692627,0.1774,0.3952926,0.070113,150.61,DFFB,DNA fragmentation factor subunit beta
107984910,1,0.795045,0.4766,-0.2597648,-0.1238026,9.72,LOC107984910,
339448,1,0.904514,0.1349,-0.1199605,-0.0161827,417.24,C1orf174,chromosome 1 open reading frame 174
55966,1,0.924683,0.5316,-0.0945365,-0.0502599,325.06,AJAP1,adherens junctions associated protein 1
261734,1,0.458876,0.169,0.7406997,0.1251424,321.73,NPHP4,nephrocystin 4
8514,1,0.153512,0.2668,1.4272358,0.3807346,131.98,KCNAB2,potassium voltage-gated channel subfamily A regulatory beta subunit 2
26038,1,0.352992,0.3512,-0.9288021,-0.3261659,216.23,CHD5,chromodomain helicase DNA binding protein 5
6146,1,0.638185,0.1615,-0.4702375,-0.0759251,5692.3,RPL22,ribosomal protein L22
107985733,1,0.572045,0.3802,-0.5650416,-0.2148136,22.06,LOC107985733,
388591,1,0.826352,0.2354,-0.2193828,-0.0516506,96.3,RNF207,ring finger protein 207
23463,1,0.899503,0.1229,0.1262893,0.0155171,1986.82,ICMT,isoprenylcysteine carboxyl methyltransferase
387509,1,0.430659,0.3257,0.788065,0.2566777,676.17,GPR153,G protein-coupled receptor 153
11332,1,0.702588,0.1717,0.381829,0.065545,268.53,ACOT7,acyl-CoA thioesterase 7
83715,1,0.600421,0.2918,0.5237948,0.1528416,27.97,ESPN,espin
8718,1,0.07705,0.1595,-1.7680657,-0.2820939,237.78,TNFRSF25,TNF receptor superfamily member 25
57449,1,0.240191,0.1411,-1.1745094,-0.1657177,1397.1,PLEKHG5,pleckstrin homology and RhoGEF domain containing G5
79707,1,0.663635,0.0931,0.4348997,0.0404714,1073.05,NOL9,nucleolar protein 9
80835,1,0.519904,0.4379,-0.6434931,-0.2817799,11.1,TAS1R1,taste 1 receptor member 1
3104,1,0.041852,0.0729,-2.0349869,-0.1483995,427.03,ZBTB48,zinc finger and BTB domain containing 48
9903,1,0.663425,0.1118,0.4351896,0.0486378,466.04,KLHL21,kelch like family member 21
107984913,1,0.882868,0.2701,-0.1473343,-0.0397901,54.77,LOC107984913,uncharacterized LOC107984913
148479,1,0.194045,0.2179,1.2987067,0.28293,310.54,PHF13,PHD finger protein 13
90326,1,0.990758,0.099,-0.0115838,-0.0011473,535.66,THAP3,THAP domain containing 3
55735,1,0.910647,0.0836,-0.1122225,-0.0093859,1089.38,DNAJC11,DnaJ heat shock protein family (Hsp40) member C11
23261,1,0.632546,0.1206,0.4781462,0.0576833,1019.14,CAMTA1,calmodulin binding transcription activator 1
105376689,1,0.423412,0.3982,0.8005158,0.3187818,75.34,LOC105376689,translation initiation factor IF-2
9341,1,0.835836,0.1985,-0.2072227,-0.0411255,1155.28,VAMP3,vesicle associated membrane protein 3
8863,1,0.671721,0.2036,-0.4237871,-0.0862998,219.47,PER3,period circadian regulator 3
11315,1,0.437555,0.1843,-0.7763286,-0.1430673,2290.7,PARK7,Parkinsonism associated deglycase
54206,1,0.987792,0.1763,0.0153015,0.0026981,579.96,ERRFI1,ERBB receptor feedback inhibitor 1
50651,1,0.808931,0.411,0.2418054,0.0993764,105.05,SLC45A1,solute carrier family 45 member 1
473,1,0.444355,0.2969,0.7648593,0.2271158,1737.39,RERE,arginine-glutamic acid dipeptide repeats
2023,1,0.491746,0.2731,-0.6875339,-0.1877774,14401.73,ENO1,enolase 1
80045,1,0.323813,0.2939,-0.9866518,-0.2899709,51.51,GPR157,G protein-coupled receptor 157
106614088,1,0.588174,0.238,-0.5414847,-0.1288581,455.24,MIR34AHG,MIR34A host gene
102724571,1,0.959371,0.3238,0.050943,0.0164933,29.57,LNCTAM34A,long non coding transcriptional activator of miR34a
9563,1,0.499983,0.1536,0.6745172,0.1036103,1393.87,H6PD,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
80176,1,0.71376,0.2704,0.3668106,0.0991937,133.16,SPSB1,splA/ryanodine receptor domain and SOCS box containing 1
100506022,1,0.967735,0.299,-0.0404494,-0.0120925,64.59,LINC02606,long intergenic non-protein coding RNA 2606
84275,1,0.663717,0.2046,0.4347874,0.0889377,228.22,SLC25A33,solute carrier family 25 member 33
199953,1,0.370485,0.2302,0.895566,0.2061857,289.41,TMEM201,transmembrane protein 201
5293,1,0.987713,0.269,0.0154003,0.0041431,147.71,PIK3CD,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
101929074,1,0.681706,0.4024,-0.4101369,-0.1650337,22.04,PIK3CD-AS2,PIK3CD antisense RNA 2
22883,1,0.811515,0.1586,0.2384724,0.037824,4646.29,CLSTN1,calsyntenin 1
56998,1,0.557771,0.1749,0.5861556,0.1025107,1091.68,CTNNBIP1,catenin beta interacting protein 1
105376717,1,0.967258,0.3567,0.0410479,0.0146426,16.21,LOC105376717,uncharacterized LOC105376717
84328,1,0.788043,0.1512,-0.2688529,-0.040653,1688.57,LZIC,leucine zipper and CTNNBIP1 domain containing
64802,1,0.40952,0.2668,-0.8247381,-0.2200208,386.31,NMNAT1,nicotinamide nucleotide adenylyltransferase 1
10277,1,0.804009,0.063,0.2481627,0.0156342,1377.12,UBE4B,ubiquitination factor E4B
23095,1,0.675566,0.1329,0.4185214,0.0556303,12132.52,KIF1B,kinesin family member 1B
105376725,1,0.638719,0.4864,0.46949,0.2283813,35.74,LOC105376725,
5226,1,0.789045,0.1323,-0.2675509,-0.0354033,7306.56,PGD,phosphogluconate dehydrogenase
100526739,1,0.785938,0.1443,0.2715896,0.0391978,96.66,CENPS-CORT,CENPS-CORT readthrough
378708,1,0.902034,0.1435,-0.1230923,-0.0176637,91.75,CENPS,centromere protein S
1325,1,0.364267,0.3174,0.9072643,0.2879279,23.34,CORT,cortistatin
1676,1,0.874294,0.2089,-0.1582072,-0.0330498,2185.9,DFFA,DNA fragmentation factor subunit alpha
5195,1,0.726189,0.1242,0.3502,0.0434843,325.51,PEX14,peroxisomal biogenesis factor 14
54897,1,0.932076,0.2905,-0.0852326,-0.0247607,222.74,CASZ1,castor zinc finger 1
23435,1,0.356603,0.17,0.9218568,0.156708,1066.2,TARDBP,TAR DNA binding protein
10747,1,0.516558,0.4132,0.6486604,0.2679943,110.52,MASP2,MBL associated serine protease 2
6723,1,0.389227,0.1478,0.8610205,0.1272989,221.62,SRM,spermidine synthase
5394,1,0.421487,0.0891,0.8038433,0.0716284,1766.15,EXOSC10,exosome component 10
105376736,1,0.953512,0.2227,-0.0582977,-0.0129817,45.28,EXOSC10-AS1,EXOSC10 antisense RNA 1
2475,1,0.93932,0.092,0.0761248,0.0070052,2537.39,MTOR,mechanistic target of rapamycin kinase
100873935,1,0.882773,0.2868,0.1474548,0.042283,23.67,MTOR-AS1,MTOR antisense RNA 1
10218,1,0.514571,0.5586,-0.6517363,-0.3640855,16.67,ANGPTL7,angiopoietin like 7
29914,1,0.306048,0.0934,1.0235492,0.0956503,439.89,UBIAD1,UbiA prenyltransferase domain containing 1
57540,1,0.635898,0.5413,-0.4734417,-0.2562945,219.46,DISP3,dispatched RND transporter family member 3
112268221,1,0.846108,0.4236,0.1940863,0.0822187,33.63,LOC112268221,
26232,1,0.45654,0.5902,-0.7445563,-0.4394102,99.9,FBXO2,F-box protein 2
93611,1,0.53567,0.2074,-0.6193744,-0.1284736,530.66,FBXO44,F-box protein 44
26270,1,0.583279,0.1914,0.5486017,0.1050203,143.99,FBXO6,F-box protein 6
10459,1,0.456642,0.1957,0.7443879,0.1456474,1329.3,MAD2L2,mitotic arrest deficient 2 like 2
374946,1,0.043034,0.3966,-2.0233833,-0.8025311,3462.21,DRAXIN,dorsal inhibitory axon guidance protein
57085,1,0.44617,0.2952,-0.7618149,-0.224862,515.99,AGTRAP,angiotensin II receptor associated protein
284498,1,0.595778,0.1487,-0.530482,-0.0788752,83.3,C1orf167,chromosome 1 open reading frame 167
4524,1,0.567136,0.0906,-0.5722745,-0.0518431,498.18,MTHFR,methylenetetrahydrofolate reductase
1185,1,0.60091,0.1694,0.5230922,0.0886235,753.25,CLCN6,chloride voltage-gated channel 6
100379251,1,0.799929,0.205,0.2534386,0.0519462,75.94,NPPA-AS1,NPPA antisense RNA 1
26829,1,0.733023,0.3629,0.3411071,0.1237901,700.53,RNU5E-1,"RNA, U5E small nuclear 1"
90231,1,0.353192,0.1377,-0.9284155,-0.1278573,722.21,KIAA2013,KIAA2013
5351,1,0.474911,0.1689,-0.7145107,-0.1207025,1129.45,PLOD1,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
9927,1,0.787144,0.0899,0.2700215,0.0242629,2201.66,MFN2,mitofusin 2
60672,1,0.204893,0.1558,-1.2677332,-0.1974843,735.29,MIIP,migration and invasion inhibitory protein
55187,1,0.934419,0.0755,0.0822861,0.0062089,3476.07,VPS13D,vacuolar protein sorting 13 homolog D
677885,1,0.29326,0.396,-1.0509967,-0.4161569,11.87,SNORA59A,"small nucleolar RNA, H/ACA box 59A"
9249,1,0.473074,0.4995,-0.7174869,-0.3584002,591.47,DHRS3,dehydrogenase/reductase 3
93190,1,0.678019,0.6796,-0.4151675,-0.2821299,38.04,CFAP107,cilia and flagella associated protein 107
10630,1,0.227012,0.6318,1.2080927,0.7632381,601.83,PDPN,podoplanin
7799,1,0.479206,0.2301,0.7075804,0.1628212,627.95,PRDM2,PR/SET domain 2
23254,1,0.355971,0.3071,-0.9230699,-0.2834616,2096.5,KAZN,"kazrin, periplakin interacting protein"
105376759,1,0.804662,0.6553,-0.247318,-0.1620701,216.29,LOC105376759,uncharacterized LOC105376759
107985469,1,0.51734,0.6929,-0.6474516,-0.4485894,43.17,LOC107985469,uncharacterized LOC107985469
200197,1,0.366317,0.3003,-0.9033945,-0.27133,553.3,TMEM51-AS1,TMEM51 antisense RNA 1
55092,1,0.578722,0.3026,0.5552521,0.1680307,261.06,TMEM51,transmembrane protein 51
114827,1,0.938811,0.5209,0.076765,0.0399859,174.51,FHAD1,forkhead associated phosphopeptide binding domain 1
101927417,1,0.220813,0.5234,-1.2243692,-0.6408016,22.21,FHAD1-AS1,FHAD1 antisense RNA 1
79180,1,0.261407,0.2449,1.1230726,0.2750529,418.15,EFHD2,EF-hand domain family member D2
842,1,0.998459,0.279,-0.0019314,-0.0005389,162.28,CASP9,caspase 9
23341,1,0.467781,0.115,-0.7260939,-0.0835312,729.91,DNAJC16,DnaJ heat shock protein family (Hsp40) member C16
79814,1,0.789965,0.4034,0.266356,0.1074489,13.96,AGMAT,agmatinase
84301,1,0.668738,0.1654,0.4278811,0.0707738,535.57,DDI2,DNA damage inducible 1 homolog 2
6248,1,0.440601,0.1953,0.7711787,0.1505851,121.86,RSC1A1,regulator of solute carriers 1
23207,1,0.81639,0.1003,-0.23219,-0.0232848,1313.24,PLEKHM2,pleckstrin homology and RUN domain containing M2
284723,1,0.265752,0.3313,-1.112898,-0.3686848,42.19,SLC25A34,solute carrier family 25 member 34
54751,1,0.144887,0.2481,1.4578324,0.3616508,241.32,FBLIM1,filamin binding LIM protein 1
440567,1,0.850914,0.3029,-0.1879525,-0.0569393,165.16,UQCRHL,ubiquinol-cytochrome c reductase hinge protein like
729614,1,0.027268,0.1108,2.2076666,0.2446119,172.87,SPEN-AS1,SPEN antisense RNA 1
23013,1,0.579411,0.4198,0.5542458,0.2326988,1571.71,SPEN,spen family transcriptional repressor
7709,1,0.836134,0.1359,-0.2068412,-0.0281171,1255.32,ZBTB17,zinc finger and BTB domain containing 17
1969,1,0.523056,0.5038,0.6386413,0.321745,254.15,EPHA2,EPH receptor A2
128272,1,0.576092,0.5488,0.559102,0.3068519,33.13,ARHGEF19,Rho guanine nucleotide exchange factor 19
79363,1,0.656021,0.2882,0.4454133,0.1283748,80.41,CPLANE2,ciliogenesis and planar polarity effector complex subunit 2
54455,1,0.100493,0.0985,1.6424697,0.1618091,771.14,FBXO42,F-box protein 42
26099,1,0.182907,0.0552,1.3318562,0.0735633,1321.18,SZRD1,SUZ RNA binding domain containing 1
374955,1,0.145329,0.0836,1.4562316,0.1217851,548.17,SPATA21,spermatogenesis associated 21
55707,1,0.247672,0.1633,-1.1560226,-0.1887562,1291.15,NECAP2,NECAP endocytosis associated 2
107984921,1,0.918731,0.331,-0.1020329,-0.0337716,109.47,LINC01772,long intergenic non-protein coding RNA 1772
114819,1,0.324392,0.1612,-0.9854728,-0.1588172,324.32,CROCCP3,CROCC pseudogene 3
26871,1,0.240644,0.1331,-1.1733794,-0.1561979,133366.64,RNU1-1,"RNA, U1 small nuclear 1"
100132147,1,0.867944,0.6172,-0.1662701,-0.1026287,20.83,LINC01783,long intergenic non-protein coding RNA 1783
55672,1,0.347003,0.1778,0.9404185,0.1671737,1107.79,NBPF1,NBPF member 1
105376794,1,0.951481,0.2777,-0.0608467,-0.0168969,355.92,LOC105376794,
84809,1,0.935511,0.2557,0.0809126,0.0206901,225.2,CROCCP2,CROCC pseudogene 2
11209,1,0.628954,0.2608,-0.4832001,-0.1260108,36.83,MST1P2,macrophage stimulating 1 pseudogene 2
26869,1,0.236596,0.1329,-1.1835383,-0.1572825,133137.84,RNU1-3,"RNA, U1 small nuclear 3"
6060,1,0.149629,0.1365,-1.4408421,-0.1967375,138200.81,RNU1-4,"RNA, U1 small nuclear 4"
11223,1,0.689844,0.2873,0.3990663,0.1146529,25.57,MST1L,macrophage stimulating 1 like (pseudogene)
112267871,1,0.712449,0.5595,0.3685688,0.2062226,12.05,LOC112267871,uncharacterized LOC112267871
26870,1,0.150912,0.1371,-1.4363168,-0.1969344,136093.84,RNU1-2,"RNA, U1 small nuclear 2"
9696,1,0.882963,0.1906,0.1472145,0.0280525,634.47,CROCC,"ciliary rootlet coiled-coil, rootletin"
4237,1,0.412921,0.535,0.818765,0.4380286,54.66,MFAP2,microfibril associated protein 2
105376806,1,0.540101,0.702,0.61266,0.430065,8.52,LOC105376806,uncharacterized LOC105376806
23400,1,0.548357,0.1701,0.600224,0.1020794,858.84,ATP13A2,ATPase cation transporting 13A2
6390,1,0.67208,0.1407,-0.4232944,-0.0595534,733.27,SDHB,succinate dehydrogenase complex iron sulfur subunit B
55920,1,0.212523,0.1814,1.2466586,0.2261262,2397.22,RCC2,regulator of chromosome condensation 2
55160,1,0.375552,0.1868,0.8861218,0.1655188,1009.1,ARHGEF10L,Rho guanine nucleotide exchange factor 10 like
8659,1,0.833529,0.3002,-0.2101772,-0.0630898,415.82,ALDH4A1,aldehyde dehydrogenase 4 family member A1
126917,1,0.806634,0.2872,-0.2447709,-0.0703063,1338.69,IFFO2,intermediate filament family orphan 2
23352,1,0.757244,0.1995,0.3091016,0.0616663,5071.45,UBR4,ubiquitin protein ligase E3 component n-recognin 4
101927895,1,0.575609,0.1584,-0.5598099,-0.0886861,88.39,EMC1-AS1,EMC1 antisense RNA 1
23065,1,0.147552,0.1263,-1.4482324,-0.1828625,2253.48,EMC1,ER membrane protein complex subunit 1
51154,1,0.666238,0.0902,-0.4313174,-0.0388975,755.28,MRTO4,"MRT4 homolog, ribosome maturation factor"
246181,1,0.625926,0.3014,0.4874693,0.1469357,42.9,AKR7L,aldo-keto reductase family 7 like (gene/pseudogene)
22977,1,0.735823,0.457,0.3373895,0.1541723,37.48,AKR7A3,aldo-keto reductase family 7 member A3
100506730,1,0.705904,0.1504,-0.3773624,-0.056758,138.24,LOC100506730,uncharacterized LOC100506730
8574,1,0.878174,0.1416,-0.153285,-0.0217036,794.14,AKR7A2,aldo-keto reductase family 7 member A2
54896,1,0.70243,0.1002,0.3820418,0.0382672,463.38,SLC66A1,solute carrier family 66 member 1
832,1,0.12973,0.1127,1.5151677,0.170714,1235.81,CAPZB,capping actin protein of muscle Z-line subunit beta
440574,1,0.375706,0.1491,0.885835,0.1320546,188.33,MICOS10,mitochondrial contact site and cristae organizing system subunit 10
100532736,1,0.177667,0.3309,1.347972,0.4460803,136.65,MICOS10-NBL1,MICOS10-NBL1 readthrough
4681,1,0.181822,0.3434,1.3351658,0.4585064,131.54,NBL1,"NBL1, DAN family BMP antagonist"
255104,1,0.939282,0.703,0.0761723,0.0535497,21.61,TMCO4,transmembrane and coiled-coil domains 4
23252,1,0.687425,0.2274,0.4023517,0.091484,560.29,OTUD3,OTU deubiquitinase 3
127733,1,0.784155,0.4085,0.2739089,0.1118935,92.9,UBXN10,UBX domain protein 10
127731,1,0.286382,0.7302,1.0660916,0.7784873,101.24,VWA5B1,von Willebrand factor A domain containing 5B1
339505,1,0.617108,0.5825,0.4999526,0.2912419,34.69,LINC01141,long intergenic non-protein coding RNA 1141
55450,1,0.300596,0.3149,1.0351558,0.3259746,405.59,CAMK2N1,calcium/calmodulin dependent protein kinase II inhibitor 1
79594,1,0.703193,0.15,-0.3810144,-0.0571333,637.69,MUL1,mitochondrial E3 ubiquitin protein ligase 1
163933,1,0.46946,0.4288,-0.7233582,-0.3101531,140.51,FAM43B,family with sequence similarity 43 member B
65018,1,0.481455,0.1895,-0.7039647,-0.1333824,1734.83,PINK1,PTEN induced kinase 1
102464833,1,0.389357,0.3331,-0.8607844,-0.2866869,27.17,MIR6084,microRNA 6084
100861548,1,0.591092,0.1676,-0.5372538,-0.0900347,998.84,PINK1-AS,PINK1 antisense RNA
1650,1,0.237164,0.1684,-1.1821048,-0.1991009,3192.55,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit
57576,1,0.787996,0.4277,-0.2689139,-0.1150134,90.64,KIF17,kinesin family member 17
112268222,1,0.227105,0.1305,1.2078494,0.1576316,837.88,LOC112268222,
