Term,P-value,Adjusted P-value,Combined Score,Genes
Platelet Alpha Granule Membrane (GO:0031092),0.419426828,0.9999946,1.281252386,LHFPL2;SYTL4
AP-3 Adaptor Complex (GO:0030123),0.425965931,0.9999946,1.761687503,AP3M2
ATPase Dependent Transmembrane Transport Complex (GO:0098533),0.425965931,0.9999946,1.761687503,ABCB8
COPI-coated Vesicle (GO:0030137),0.425965931,0.9999946,1.761687503,TMEM199
H3 Histone Acetyltransferase Complex (GO:0070775),0.425965931,0.9999946,1.761687503,BRPF3
MOZ/MORF Histone Acetyltransferase Complex (GO:0070776),0.425965931,0.9999946,1.761687503,BRPF3
Dystroglycan Complex (GO:0016011),0.425965931,0.9999946,1.761687503,SGCD
Macropinosome (GO:0044354),0.425965931,0.9999946,1.761687503,MMP14
Membrane Attack Complex (GO:0005579),0.425965931,0.9999946,1.761687503,C7
Pinosome (GO:0044352),0.425965931,0.9999946,1.761687503,MMP14
Lumenal Side Of Endoplasmic Reticulum Membrane (GO:0098553),0.431149578,0.9999946,1.085546724,HFE;SPPL2A;SPPL3
Actin Filament (GO:0005884),0.439440377,0.9999946,0.92841471,SPTBN4;AVIL;GAS2;MICAL2;ARHGAP6;AIF1;GAS7
RNA Polymerase III Complex (GO:0005666),0.450627296,0.9999946,1.097022487,POLR3B;POLR3H
Endolysosome (GO:0036019),0.455135414,0.9999946,0.975007795,CTSK;PCSK9;TPCN2
SCF Ubiquitin Ligase Complex (GO:0019005),0.455178371,0.9999946,0.886311548,FBH1;FBXL9P;FBXL13;FBXO32;FBXL21P;FBXL6
HFE-transferrin Receptor Complex (GO:1990712),0.476696966,0.9999946,1.274435214,HFE
NMDA Selective Glutamate Receptor Complex (GO:0017146),0.476696966,0.9999946,1.274435214,GRIN2C
Voltage-Gated Sodium Channel Complex (GO:0001518),0.476696966,0.9999946,1.274435214,SCN2B
Connexin Complex (GO:0005922),0.480849772,0.9999946,0.944652574,GJD2;GJD3
Cell-Cell Junction (GO:0005911),0.482230948,0.9999946,0.747311169,SPTBN4;BMPR2;COL13A1;PCDHGB4;PARD6G;CLDN2;FGFRL1;PRICKLE4;CDH7;PDZD2;FLRT2;CCDC85A;FLRT1;CDH22;CCN3;PGM5;MPP3;CADM1;HEG1;SMAD7;APC;LRRC7;ADGRB1;DCHS1;VSIG10L2;PLPP3;JCAD
Endoplasmic reticulum-Golgi Intermediate Compartment Membrane (GO:0033116),0.490954209,0.9999946,0.781124007,TMEM199;F8;STING1;PLPP3;SPPL3
Endolysosome Membrane (GO:0036020),0.510023473,0.9999946,0.817517481,PCSK9;TPCN2
Nuclear Outer Membrane (GO:0005640),0.510023473,0.9999946,0.817517481,GUCY2F;SYNE3
AP-2 Adaptor Complex (GO:0030122),0.522946879,0.9999946,0.955789294,SLC18A3
Cul5-RING Ubiquitin Ligase Complex (GO:0031466),0.522946879,0.9999946,0.955789294,KLHDC1
Golgi Trans Cisterna (GO:0000138),0.522946879,0.9999946,0.955789294,ST3GAL1
RNA N6-methyladenosine Methyltransferase Complex (GO:0036396),0.522946879,0.9999946,0.955789294,RBM15B
Clathrin Coat Of Endocytic Vesicle (GO:0030128),0.522946879,0.9999946,0.955789294,SLC18A3
Inhibitory Synapse (GO:0060077),0.522946879,0.9999946,0.955789294,NLGN4Y
"Phosphatidylinositol 3-Kinase Complex, Class I (GO:0097651)",0.522946879,0.9999946,0.955789294,PIK3R1
"Phosphatidylinositol 3-Kinase Complex, Class IA (GO:0005943)",0.522946879,0.9999946,0.955789294,PIK3R1
Platelet Dense Granule (GO:0042827),0.538097738,0.9999946,0.710614412,ITIH4;ITPR1
Intracellular Organelle Lumen (GO:0070013),0.549172588,0.9999946,0.593649579,DHFR2;COL16A1;COL14A1;OGG1;PCSK9;ETFB;NR3C1;C4A;ADAMTS5;LGALS1;MTG1;FASTK;MTG2;CTSH;AMH;NUDT13;CHGB;DBNL;IGFBP5;WNT5B;IGFBP4;COL25A1;COL23A1;BGN;SIRT5;NGF;DCN;F7;F8;MMP14;VCAN;CRISPLD2;COL6A2;ACOT2;COL8A2;SPARCL1;COL21A1;COL6A3;FXN;COL15A1;ITIH2;COL13A1;COL11A2;FGL2;PRELP;CLN6;MRM2;HPX;FOXRED2;ARSL;PDGFD;PENK;AP4S1;D2HGDH;UGGT2;WNT4;MUC6;FAHD1;MMAA;LUM;FN1;FMO1;MUC5B;HS3ST1;COL1A1;COL3A1;COL1A2;MTRES1;COL5A3;P4HA3;OGN;CSPG4;COL9A2;ACTR10;FBN1
Spindle Microtubule (GO:0005876),0.563351404,0.9999946,0.573031759,CAPN6;HAUS7;RMDN3;KIFAP3;CHMP6;CALM1
Gap Junction (GO:0005921),0.565039033,0.9999946,0.620107501,GJD2;GJD3
Amphisome Membrane (GO:1904930),0.565111288,0.9999946,0.736240204,CHMP6
Nucleolar Exosome (RNase Complex) (GO:0101019),0.565111288,0.9999946,0.736240204,EXOSC4
Sodium:Potassium-Exchanging ATPase Complex (GO:0005890),0.565111288,0.9999946,0.736240204,FXYD1
Transcription Factor TFIIH Core Complex (GO:0000439),0.565111288,0.9999946,0.736240204,GTF2H5
"Transferase Complex, Transferring Phosphorus-Containing Groups (GO:0061695)",0.565111288,0.9999946,0.736240204,MAP3K5
Vacuolar Lumen (GO:0005775),0.565575452,0.9999946,0.55998808,SERPINA3;IDUA;LUM;BGN;PRELP;CEL;UNC13D;DCN;VCAN;CTSK;OGN;CSPG4;BPI;ACTR10
Intermediate Filament Cytoskeleton (GO:0045111),0.581476644,0.9999946,0.529166884,SAP30BP;MMP14;SYCE1L;CTNS;SLC1A4;DISC1;PRPH
Mitochondrial Ribosome (GO:0005761),0.590828319,0.9999946,0.543015484,MTG1;MTG2
Actin Cytoskeleton (GO:0015629),0.598199033,0.9999946,0.49623268,SPTBN4;AVIL;SYNPO2;IFIT5;ADCY8;ARHGAP6;AIF1;LIMD2;ABLIM2;ABLIM3;VILL;CORIN;SVIL;DBNL;NCOA5;AUTS2;AFAP1;MICAL2;PARVB;EFR3B;MLPH;SCNN1D;CDC42EP3;GAS2;LANCL2;ADAM8;FSCN2;GAS7
CD40 Receptor Complex (GO:0035631),0.6035509,0.9999946,0.578944973,TRAF3
Golgi Medial Cisterna (GO:0005797),0.6035509,0.9999946,0.578944973,ST3GAL1
AP-1 Adaptor Complex (GO:0030121),0.638594592,0.9999946,0.462783163,SLC18A3
MLL3/4 Complex (GO:0044666),0.638594592,0.9999946,0.462783163,UTY
TRAPPII Protein Complex (GO:1990071),0.638594592,0.9999946,0.462783163,TRAPPC14
Amphisome (GO:0044753),0.638594592,0.9999946,0.462783163,CHMP6
Transcription Factor TFIIH Holo Complex (GO:0005675),0.638594592,0.9999946,0.462783163,GTF2H5
Heterochromatin (GO:0000792),0.639336189,0.9999946,0.41020706,FOXC1;GET1;MORC2;MPHOSPH8
Microbody Lumen (GO:0031907),0.639336189,0.9999946,0.41020706,ACOXL;EHHADH;ACOT2;CRYM
Peroxisomal Matrix (GO:0005782),0.639336189,0.9999946,0.41020706,ACOXL;EHHADH;ACOT2;CRYM
Basolateral Plasma Membrane (GO:0016323),0.657132719,0.9999946,0.386067189,SLC26A1;SLC47A1;CADM1;LRP1;SLC4A10;SLC40A1;SLC16A10;ATP2B1;ADCY8;SLC4A4;ANK1;AQP7B;SLC7A7;PLPP3
Endosome Lumen (GO:0031904),0.66126497,0.9999946,0.371063824,CTSK;AP4S1
Cortical Cytoskeleton (GO:0030863),0.664171172,0.9999946,0.363883587,SPTBN4;RIMS4;MLPH;LANCL2;ERC1
SAGA-type Complex (GO:0070461),0.664523397,0.9999946,0.361382561,TAF6L;TMEM98;ATXN7L3
90S Preribosome (GO:0030686),0.67054222,0.9999946,0.374897632,SRFBP1
COPI Vesicle Coat (GO:0030126),0.67054222,0.9999946,0.374897632,COPZ2
beta-catenin-TCF Complex (GO:1990907),0.67054222,0.9999946,0.374897632,LEF1
Clathrin Coat Of Coated Pit (GO:0030132),0.67054222,0.9999946,0.374897632,SLC18A3
Clathrin Vesicle Coat (GO:0030125),0.67054222,0.9999946,0.374897632,CLTB
Cytoplasmic Side Of Lysosomal Membrane (GO:0098574),0.67054222,0.9999946,0.374897632,BORCS7
npBAF Complex (GO:0071564),0.67054222,0.9999946,0.374897632,SMARCD3
Podosome (GO:0002102),0.67054222,0.9999946,0.374897632,DBNL
Neuromuscular Junction (GO:0031594),0.681890785,0.9999946,0.329146467,CHRND;SERPINE2;TBC1D24
Sarcolemma (GO:0042383),0.685739438,0.9999946,0.324278151,POPDC3;SGCD;FXYD1;PGM5
Cyclin-Dependent Protein Kinase Holoenzyme Complex (GO:0000307),0.698579191,0.9999946,0.300010468,CCNB3;CDK3;CDK5R2
GBAF Complex (GO:0140288),0.699667176,0.9999946,0.307080013,BCL7C
Acetylcholine-Gated Channel Complex (GO:0005892),0.699667176,0.9999946,0.307080013,CHRND
Brahma Complex (GO:0035060),0.699667176,0.9999946,0.307080013,SMARCD3
Clathrin Coat Of trans-Golgi Network Vesicle (GO:0030130),0.699667176,0.9999946,0.307080013,SLC18A3
Lamellar Body (GO:0042599),0.699667176,0.9999946,0.307080013,CTSH
Mitotic Spindle Microtubule (GO:1990498),0.699667176,0.9999946,0.307080013,HAUS7
Platelet Dense Granule Lumen (GO:0031089),0.699667176,0.9999946,0.307080013,ITIH4
Golgi Cisterna Membrane (GO:0032580),0.702576998,0.9999946,0.291328229,TMEM115;ST3GAL1
Early Endosome Membrane (GO:0031901),0.706323201,0.9999946,0.301525806,ZFYVE28;DAGLA;HFE;PMEPA1;LDLRAD4;SLC30A10;SNX20;ATP9A;WASHC3
Dendrite Membrane (GO:0032590),0.721610944,0.9999946,0.258896592,DAGLA;GPER1
Endopeptidase Complex (GO:1905369),0.726218721,0.9999946,0.253883249,CFH
nBAF Complex (GO:0071565),0.726218721,0.9999946,0.253883249,SMARCD3
SWI/SNF Complex (GO:0016514),0.739605449,0.9999946,0.230474407,SMARCD3;BCL7C
Protein Serine/Threonine Phosphatase Complex (GO:0008287),0.739605449,0.9999946,0.230474407,PPP3CA;NKD1
Plasma Membrane Raft (GO:0044853),0.742307893,0.9999946,0.242563691,BMPR2;PTGIS;KCND2;FXYD1;PRKACA;TGFBR2
Axonal Growth Cone (GO:0044295),0.750424119,0.9999946,0.211574983,FLRT3
Cation-Transporting ATPase Complex (GO:0090533),0.750424119,0.9999946,0.211574983,FXYD1
Chitosome (GO:0045009),0.750424119,0.9999946,0.211574983,TPCN2
Melanosome Membrane (GO:0033162),0.750424119,0.9999946,0.211574983,TPCN2
Myosin Filament (GO:0032982),0.750424119,0.9999946,0.211574983,MYH7B
Pigment Granule Membrane (GO:0090741),0.750424119,0.9999946,0.211574983,TPCN2
Rough Endoplasmic Reticulum (GO:0005791),0.756595494,0.9999946,0.205498071,FKRP;SPPL3
Endocytic Vesicle (GO:0030139),0.75659996,0.9999946,0.238168614,CAMK2B;VPS9D1;WNT5B;LRP1;CAMK2A;LPAR1;CLTB;PLD1;SCIMP;HPX;CACNG8;RIN3;CACNG2;CACNG3;WNT4
Cortical Actin Cytoskeleton (GO:0030864),0.75867696,0.9999946,0.20840601,SPTBN4;MLPH;LANCL2
Vesicle (GO:0031982),0.770623223,0.9999946,0.2226291,RAB3B;RAB3C;SERPINE2;HEXD;CEND1;ATP2B3;PRELP;SLC39A12;FBLN2;GPRC5A;COL6A2;OGN;HAS2;COL6A3;RIN3;CALM1;AMH;DYNC1I1
Lytic Vacuole (GO:0000323),0.772264153,0.9999946,0.2196887,RAMP2;ACE;CALCRL;PCSK9;KLHL22;CTNS;CEL;ABCB9;MCOLN1;UNC13D;TMEM175;TPCN2;RRAGB;CTSK;CTSH;RNF152;AP5S1
Dense Core Granule (GO:0031045),0.772490572,0.9999946,0.177527824,CHGA
Intercalated Disc (GO:0014704),0.772617996,0.9999946,0.183494994,FXYD1;PGM5
Melanosome (GO:0042470),0.772617996,0.9999946,0.183494994,CTNS;TPCN2
Cytoplasmic Side Of Plasma Membrane (GO:0009898),0.777111289,0.9999946,0.203391321,SOCS3;CYLD;PPP3CA;FRMD6;EXOC7;TRAF3;PGM5;ANK1;SAMD10
trans-Golgi Network Membrane (GO:0032588),0.790994109,0.9999946,0.181893542,NDST1;ARFRP1;VPS53;AP4S1;ST3GAL1;ATP9A;CLVS1
Endoribonuclease Complex (GO:1902555),0.792606994,0.9999946,0.149849121,POP1
Germ Plasm (GO:0060293),0.792606994,0.9999946,0.149849121,DDX3Y
Mitochondrial Respiratory Chain Complex IV (GO:0005751),0.792606994,0.9999946,0.149849121,NDUFA4L2
Transcription Factor TFTC Complex (GO:0033276),0.792606994,0.9999946,0.149849121,ATXN7L3
Golgi-associated Vesicle (GO:0005798),0.797082546,0.9999946,0.159446941,CHIC2;SPPL2A;SPPL3
Cell-Cell Contact Zone (GO:0044291),0.797082546,0.9999946,0.159446941,FXYD1;PGM5;FGFRL1
Caveola (GO:0005901),0.809174628,0.9999946,0.150542144,BMPR2;PTGIS;FXYD1;TGFBR2
Kinetochore Microtubule (GO:0005828),0.810945621,0.9999946,0.127148116,CHMP6
"Preribosome, Large Subunit Precursor (GO:0030687)",0.810945621,0.9999946,0.127148116,PPAN
Specific Granule Membrane (GO:0035579),0.81750753,0.9999946,0.148330322,PTPRB;DNAJC5;ADAM8;TNFRSF1B;PLD1;HMOX2
Clathrin Adaptor Complex (GO:0030131),0.827663485,0.9999946,0.108384995,SLC18A3
Multivesicular Body Membrane (GO:0032585),0.827663485,0.9999946,0.108384995,CHMP6
Respiratory Chain Complex IV (GO:0045277),0.827663485,0.9999946,0.108384995,NDUFA4L2
Autophagosome Membrane (GO:0000421),0.827806739,0.9999946,0.118099585,TEX264;CHMP6
Endocytic Vesicle Membrane (GO:0030666),0.840614308,0.9999946,0.132901709,CAMK2B;CACNG8;WNT5B;LRP1;HFE;CAMK2A;ROR2;CACNG2;CACNG3;WNT4;SLC18A3
Focal Adhesion (GO:0005925),0.848921687,0.9999946,0.136456499,LRP1;FBLIM1;AVIL;SYNPO2;FHL2;SLC6A4;ALCAM;FLRT2;FLRT1;ITGB7;PGM5;PIP5K1C;TNS2;CD99;TNS1;SVIL;TLE2;ITGA4;AFAP1;CEL;PARVB;ARHGAP24;MMP14;TMEM98;ADGRB1;ITGA8;CASS4;CSPG4;ENG
Vesicle Coat (GO:0030120),0.850609135,0.9999946,0.095329273,CLTB;COPZ2
cullin-RING Ubiquitin Ligase Complex (GO:0031461),0.851831573,0.9999946,0.122316439,FBH1;KLHDC1;ENC1;SPOP;KLHL22;FBXL9P;FBXO32;LZTR1;FBXL13;KBTBD7;FBXL21P;FBXL6
MHC Protein Complex (GO:0042611),0.856796956,0.9999946,0.07969699,HFE
Cytoplasmic Dynein Complex (GO:0005868),0.856796956,0.9999946,0.07969699,DYNC1I1
Endocytic Vesicle Lumen (GO:0071682),0.856796956,0.9999946,0.07969699,HPX
Mitochondrial Outer Membrane Translocase Complex (GO:0005742),0.856796956,0.9999946,0.07969699,PRICKLE4
Proton-Transporting V-type ATPase Complex (GO:0033176),0.856796956,0.9999946,0.07969699,TMEM199
Exocytic Vesicle Membrane (GO:0099501),0.858625923,0.9999946,0.094268298,RAB3B;CLTB;SYN2
Ciliary Membrane (GO:0060170),0.860947208,0.9999946,0.08575678,MOSMO;HHIP
Synaptic Vesicle Membrane (GO:0030672),0.867119068,0.9999946,0.086446945,RAB3B;CLTB;SYN2
Cell-Substrate Junction (GO:0030055),0.875894815,0.9999946,0.107935681,LRP1;FBLIM1;AVIL;SYNPO2;FHL2;SLC6A4;ALCAM;FLRT2;FLRT1;ITGB7;PGM5;PIP5K1C;TNS2;CD99;TNS1;SVIL;TLE2;ITGA4;AFAP1;CEL;PARVB;ARHGAP24;MMP14;TMEM98;ADGRB1;ITGA8;CASS4;CSPG4;ENG
Recycling Endosome Membrane (GO:0055038),0.876661324,0.9999946,0.082208516,HFE;SLC30A10;LZTR1;ATP9A
Core Mediator Complex (GO:0070847),0.881007669,0.9999946,0.059382591,MED22
Tertiary Granule Membrane (GO:0070821),0.889900447,0.9999946,0.0706973,PTPRB;SIRPA;ADAM8;PLD1
Membrane Raft (GO:0045121),0.890268603,0.9999946,0.083294309,LAT2;PRNP;KCND2;PRKACA;PLPP3;TNFRSF1B;ADCY8;NTSR1;CLN6;SLC6A4;TGFBR2
Cytoplasmic Vesicle Lumen (GO:0060205),0.89144159,0.9999946,0.076703949,ARHGAP9;PCSK1;SERPINA3;DBNL;CRISPLD2;CTSH;AMH
P Granule (GO:0043186),0.89153259,0.9999946,0.051473483,DDX3Y
Heterotrimeric G-protein Complex (GO:0005834),0.89153259,0.9999946,0.051473483,GNB3
Pigment Granule (GO:0048770),0.89153259,0.9999946,0.051473483,CTNS
