GeneID,padj,pvalue,lfcSE,stat,log2FoldChange,baseMean,Symbol,Description
1464,0.24836,1.02E-03,0.3777,3.285367,1.2407942,212.73,CSPG4,chondroitin sulfate proteoglycan 4
5763,0.25107,1.04E-03,0.0849,3.278849,0.2784622,3920.58,PTMS,parathymosin
105376078,0.2526,1.06E-03,0.5445,-3.273713,-1.7825592,16.73,LOC105376078,uncharacterized LOC105376078
339742,0.25367,1.10E-03,0.3794,-3.262464,-1.2376774,18.91,FAM201B,family with sequence similarity 201 member B
130749,0.25367,1.10E-03,0.1096,-3.263159,-0.3577372,311.39,CPO,carboxypeptidase O
10938,0.25367,1.09E-03,0.0874,3.265975,0.285331,925.45,EHD1,EH domain containing 1
105373218,0.25545,1.14E-03,0.2693,-3.252956,-0.8761494,57.95,LOC105373218,uncharacterized LOC105373218
107984294,0.25545,1.22E-03,0.3594,-3.234021,-1.1623831,269.79,LOC107984294,
105369151,0.25545,1.17E-03,0.1852,-3.245203,-0.6010599,461.78,LOC105369151,uncharacterized LOC105369151
105369697,0.25545,1.24E-03,0.3318,-3.230011,-1.0718689,38.83,LOC105369697,uncharacterized LOC105369697
10607,0.25545,1.15E-03,0.1107,3.252012,0.3600994,599.77,TBL3,transducin beta like 3
727910,0.25545,1.22E-03,0.1816,3.235074,0.5873655,292.89,TLCD2,TLC domain containing 2
101928205,0.25545,1.23E-03,0.2193,-3.232362,-0.7089283,32.73,LINC02097,long intergenic non-protein coding RNA 2097
105371970,0.25545,1.24E-03,0.6588,-3.229161,-2.1275223,180.08,LOC105371970,uncharacterized LOC105371970
342865,0.25545,1.24E-03,1.0097,-3.230008,-3.2612758,24.67,VSTM2B,V-set and transmembrane domain containing 2B
10454,0.25545,1.18E-03,0.0695,3.244384,0.2254856,835.88,TAB1,TGF-beta activated kinase 1 (MAP3K7) binding protein 1
55072,0.26826,1.32E-03,0.0726,3.21216,0.2331589,819.82,RNF31,ring finger protein 31
222223,0.27055,1.34E-03,0.213,-3.206766,-0.6829889,877.48,ELAPOR2,endosome-lysosome associated apoptosis and autophagy regulator family member 2
2555,0.2792,1.42E-03,0.7712,-3.189587,-2.459793,47.31,GABRA2,gamma-aminobutyric acid type A receptor subunit alpha2
378938,0.2792,1.41E-03,0.1793,-3.191586,-0.5722545,69627.26,MALAT1,metastasis associated lung adenocarcinoma transcript 1
109136579,0.2792,1.45E-03,0.181,-3.185302,-0.5765196,67589.94,TALAM1,"TALAM1 transcript, MALAT1 antisense RNA"
55089,0.2792,1.46E-03,0.4509,-3.182821,-1.4350038,12.95,SLC38A4,solute carrier family 38 member 4
107984581,0.2792,1.47E-03,0.5594,-3.180525,-1.7792941,193.26,LOC107984581,
29066,0.2792,1.45E-03,0.0896,-3.184081,-0.2852469,847.83,ZC3H7A,zinc finger CCCH-type containing 7A
107986424,0.28578,1.53E-03,0.3903,-3.168236,-1.2365572,24.59,LOC107986424,
8463,0.28578,1.53E-03,0.0965,3.168306,0.3058665,2035.12,TEAD2,TEA domain transcription factor 2
105370780,0.28869,1.56E-03,0.4108,-3.162565,-1.2992082,13.63,LOC105370780,uncharacterized LOC105370780
283446,0.28969,1.61E-03,0.3469,-3.154747,-1.0943741,20.75,MYO1H,myosin IH
79050,0.28969,1.60E-03,0.1088,3.155696,0.3432195,173.79,NOC4L,nucleolar complex associated 4 homolog
123606,0.28969,1.61E-03,0.0915,-3.153493,-0.2886593,1411.34,NIPA1,NIPA magnesium transporter 1
51236,0.28996,1.64E-03,0.0852,3.147953,0.2680645,368.3,HGH1,HGH1 homolog
51728,0.28996,1.64E-03,0.1625,3.148785,0.5116134,67.71,POLR3K,RNA polymerase III subunit K
83729,0.2904,1.66E-03,1.004,3.144916,3.157518,18.25,INHBE,inhibin subunit beta E
1196,0.29327,1.81E-03,0.1045,3.119528,0.3259695,759.05,CLK2,CDC like kinase 2
2153,0.29327,1.74E-03,0.5868,-3.130848,-1.8370765,32.91,F5,coagulation factor V
26003,0.29327,1.81E-03,0.0898,3.12015,0.2802779,1174.45,GORASP2,golgi reassembly stacking protein 2
105377374,0.29327,1.69E-03,0.5074,-3.139386,-1.5928883,32.53,LOC105377374,uncharacterized LOC105377374
107986588,0.29327,1.77E-03,0.1062,3.126233,0.3321166,185.85,EHMT2-AS1,EHMT2 and SLC44A4 antisense RNA 1
148,0.29327,1.74E-03,0.2101,-3.131519,-0.6578594,331.29,ADRA1A,adrenoceptor alpha 1A
3786,0.29327,1.78E-03,0.6172,-3.125465,-1.928985,184.54,KCNQ3,potassium voltage-gated channel subfamily Q member 3
1075,0.29327,1.75E-03,0.3009,3.130142,0.9419047,321.92,CTSC,cathepsin C
6860,0.29327,1.81E-03,0.6459,-3.120265,-2.015306,88.79,SYT4,synaptotagmin 4
27152,0.29696,1.85E-03,0.108,-3.113437,-0.3362701,1595.48,INTU,inturned planar cell polarity protein
105369696,0.30402,1.91E-03,0.3055,-3.104097,-0.9484535,30.85,LOC105369696,
102724019,0.30561,1.98E-03,0.2846,-3.093147,-0.8804304,49.95,LOC102724019,uncharacterized LOC102724019
100874375,0.30561,1.98E-03,0.6073,-3.093681,-1.8786493,33.6,NALF1-IT1,NALF1 intronic transcript 1
9546,0.30561,1.98E-03,0.1187,3.093872,0.3671513,171.55,APBA3,amyloid beta precursor protein binding family A member 3
149986,0.30561,1.95E-03,0.0678,3.098309,0.2100448,2054.19,LSM14B,LSM family member 14B
653781,0.31162,2.04E-03,0.6384,3.085047,1.9693896,17.77,POTEJ,POTE ankyrin domain family member J
51343,0.31411,2.07E-03,0.0952,3.080381,0.2933761,1358.43,FZR1,fizzy and cell division cycle 20 related 1
51761,0.31529,2.10E-03,0.5614,-3.076173,-1.7269394,71.14,ATP8A2,ATPase phospholipid transporting 8A2
105373300,0.31529,2.11E-03,0.3892,-3.07471,-1.196606,17.73,LINC02589,long intergenic non-protein coding RNA 2589
4223,0.31813,2.14E-03,0.894,3.069789,2.744466,30.9,MEOX2,mesenchyme homeobox 2
160298,0.32083,2.23E-03,0.2025,-3.058394,-0.6193377,87.8,C11orf42,chromosome 11 open reading frame 42
124961,0.32083,2.18E-03,0.4634,-3.064562,-1.4202064,210.15,ZFP3,ZFP3 zinc finger protein
107985481,0.32083,2.20E-03,0.1249,-3.061575,-0.3823193,186.21,LOC107985481,
633,0.32083,2.21E-03,0.7923,3.060057,2.4244598,28.69,BGN,biglycan
4908,0.33141,2.33E-03,0.7243,-3.044304,-2.2051016,23.2,NTF3,neurotrophin 3
27079,0.33141,2.33E-03,0.0976,3.045045,0.2971529,285.49,RPUSD2,RNA pseudouridine synthase domain containing 2
84267,0.33435,2.37E-03,0.7819,-3.039486,-2.3766532,19.6,C9orf64,chromosome 9 open reading frame 64
9295,0.33752,2.42E-03,0.0588,-3.033209,-0.1782405,4925.17,SRSF11,serine and arginine rich splicing factor 11
25893,0.33752,2.45E-03,0.5401,-3.028973,-1.6359867,39.24,TRIM58,tripartite motif containing 58
136242,0.33752,2.56E-03,0.5091,-3.016209,-1.535519,86.69,PRSS37,serine protease 37
107986874,0.33752,2.51E-03,0.4607,-3.021606,-1.392106,90.39,LOC107986874,replaced by ID 6641
3665,0.33752,2.46E-03,0.0917,3.028547,0.2776764,380.19,IRF7,interferon regulatory factor 7
107984328,0.33752,2.61E-03,0.1822,-3.010425,-0.548464,179.08,LOC107984328,uncharacterized LOC107984328
9092,0.33752,2.63E-03,0.1009,3.007789,0.3036007,956.47,SART1,"spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP"
7007,0.33752,2.63E-03,0.15,-3.008462,-0.4512623,94.66,TECTA,tectorin alpha
2321,0.33752,2.53E-03,0.9689,-3.019274,-2.9254776,41.15,FLT1,fms related receptor tyrosine kinase 1
107984747,0.33752,2.59E-03,0.6518,-3.01216,-1.9634024,76.67,LOC107984747,
10209,0.33752,2.49E-03,0.0915,-3.024618,-0.2767668,844.26,EIF1,eukaryotic translation initiation factor 1
107985144,0.33752,2.63E-03,0.75,-3.007924,-2.25609,32.38,LOC107985144,uncharacterized LOC107985144
3748,0.33752,2.47E-03,0.5051,-3.026486,-1.5287638,15.15,KCNC3,potassium voltage-gated channel subfamily C member 3
140685,0.33752,2.56E-03,0.1075,3.016721,0.3242147,471.27,ZBTB46,zinc finger and BTB domain containing 46
112268439,0.34067,2.67E-03,0.3144,-3.003002,-0.9440092,34.67,LOC112268439,uncharacterized LOC112268439
401494,0.34283,2.73E-03,0.1967,-2.997166,-0.5896895,181.98,HACD4,3-hydroxyacyl-CoA dehydratase 4
100130934,0.34283,2.72E-03,0.1674,-2.997891,-0.5018297,68.07,ZNF663P,"zinc finger protein 663, pseudogene"
346007,0.34317,2.79E-03,0.2712,-2.990194,-0.810794,58.83,EYS,eyes shut homolog
3574,0.34317,2.78E-03,0.2149,-2.991059,-0.6428858,134.67,IL7,interleukin 7
4969,0.34317,2.77E-03,0.4051,2.991738,1.2119516,67.93,OGN,osteoglycin
9138,0.34317,2.80E-03,0.0977,2.989188,0.2921144,488.49,ARHGEF1,Rho guanine nucleotide exchange factor 1
105373623,0.34341,2.86E-03,0.4432,-2.982848,-1.3220848,149.99,LOC105373623,
22798,0.34341,2.88E-03,0.4172,-2.980203,-1.2434433,54.52,LAMB4,laminin subunit beta 4
8972,0.34341,2.82E-03,0.6855,-2.986536,-2.0473496,40.35,MGAM,maltase-glucoamylase
105376065,0.34341,2.90E-03,0.4415,-2.977775,-1.3146348,29.74,LOC105376065,uncharacterized LOC105376065
29911,0.34341,2.89E-03,0.1292,2.97899,0.3849212,273.25,HOOK2,hook microtubule tethering protein 2
29057,0.34341,2.89E-03,0.117,-2.979155,-0.3486749,240.3,FAM156A,family with sequence similarity 156 member A
5136,0.34411,2.93E-03,0.6892,-2.975321,-2.0506981,150.68,PDE1A,phosphodiesterase 1A
3434,0.34973,3.00E-03,0.2086,-2.967771,-0.6190296,578.98,IFIT1,interferon induced protein with tetratricopeptide repeats 1
105373366,0.34973,3.01E-03,0.1783,-2.966713,-0.5288451,135.02,IDS2,uncharacterized IDS2
105378764,0.34986,3.08E-03,0.3054,-2.959397,-0.9038026,256.67,LOC105378764,uncharacterized LOC105378764
375341,0.34986,3.10E-03,0.1321,-2.957674,-0.3907266,152.4,C3orf62,chromosome 3 open reading frame 62
860,0.34986,3.08E-03,0.3801,-2.959864,-1.1250799,201.16,RUNX2,RUNX family transcription factor 2
196441,0.34986,3.03E-03,0.1016,-2.964231,-0.3010713,870.6,ZFC3H1,zinc finger C3H1-type containing
50511,0.34986,3.06E-03,0.236,-2.961509,-0.6989913,59.74,SYCP3,synaptonemal complex protein 3
3090,0.35061,3.12E-03,0.1011,2.955259,0.2986553,237.59,HIC1,HIC ZBTB transcriptional repressor 1
64102,0.35221,3.16E-03,0.7652,2.952103,2.2588643,46.54,TNMD,tenomodulin
84530,0.35953,3.24E-03,0.5538,-2.944002,-1.6305156,33.1,SRRM4,serine/arginine repetitive matrix 4
101927196,0.361,3.35E-03,0.3878,-2.934003,-1.1376762,31.88,FSIP2-AS2,FSIP2 antisense RNA 2
55195,0.361,3.28E-03,0.3324,-2.93995,-0.977224,39.29,CCDC198,coiled-coil domain containing 198
51550,0.361,3.36E-03,0.1499,2.932762,0.4396881,420.73,CINP,cyclin dependent kinase 2 interacting protein
201294,0.361,3.36E-03,0.3512,-2.93246,-1.0299027,19.62,UNC13D,unc-13 homolog D
58509,0.361,3.32E-03,0.0758,2.93677,0.2226569,654.15,CACTIN,"cactin, spliceosome C complex subunit"
10564,0.361,3.31E-03,0.0695,-2.937493,-0.2040236,1449.41,ARFGEF2,ADP ribosylation factor guanine nucleotide exchange factor 2
105375382,0.36245,3.41E-03,0.3625,-2.927854,-1.0613701,59.95,LOC105375382,uncharacterized LOC105375382
11200,0.36245,3.40E-03,0.1451,2.928913,0.4250111,204.32,CHEK2,checkpoint kinase 2
9275,0.36617,3.47E-03,0.1086,2.922427,0.3174359,718.84,BCL7B,BAF chromatin remodeling complex subunit BCL7B
100132813,0.36617,3.52E-03,0.8338,-2.91805,-2.4331311,47.98,SYBU-AS1,SYBU antisense RNA 1
84231,0.36617,3.51E-03,0.0578,2.919554,0.1686959,1443.24,TRAF7,TNF receptor associated factor 7
9564,0.36617,3.50E-03,0.098,2.919944,0.286246,1235.71,BCAR1,"BCAR1 scaffold protein, Cas family member"
5439,0.37095,3.60E-03,0.0912,2.911629,0.2655158,689.43,POLR2J,RNA polymerase II subunit J
28992,0.37095,3.61E-03,0.1125,2.910728,0.327506,227.12,MACROD1,mono-ADP ribosylhydrolase 1
5118,0.3803,3.72E-03,0.3474,2.901315,1.0080522,90.78,PCOLCE,procollagen C-endopeptidase enhancer
9254,0.38135,3.84E-03,0.3304,-2.890956,-0.9553035,113.72,CACNA2D2,calcium voltage-gated channel auxiliary subunit alpha2delta 2
22998,0.38135,3.80E-03,0.1533,-2.894442,-0.4436492,2514.49,LIMCH1,LIM and calponin homology domains 1
4277,0.38135,3.80E-03,0.601,2.893957,1.7393685,23.15,MICB,MHC class I polypeptide-related sequence B
3115,0.38135,3.75E-03,0.3038,-2.898563,-0.8806411,467.97,HLA-DPB1,"major histocompatibility complex, class II, DP beta 1"
51490,0.38135,3.80E-03,0.1106,2.894347,0.320165,723.09,SPOUT1,SPOUT domain containing methyltransferase 1
6875,0.38135,3.84E-03,0.2513,2.890848,0.7264374,25.38,TAF4B,TATA-box binding protein associated factor 4b
1519,0.38728,3.96E-03,0.3278,-2.88128,-0.9445484,370.07,CTSO,cathepsin O
2977,0.38728,3.94E-03,0.6486,-2.882545,-1.8696218,361.22,GUCY1A2,guanylate cyclase 1 soluble subunit alpha 2
105371050,0.38728,3.94E-03,0.2186,2.882673,0.6300822,49.64,LOC105371050,uncharacterized LOC105371050
23163,0.3889,4.00E-03,0.0634,2.878403,0.1825484,766.96,GGA3,"golgi associated, gamma adaptin ear containing, ARF binding protein 3"
109616965,0.38928,4.02E-03,0.183,2.876545,0.5264531,558.17,SNORA22C,"small nucleolar RNA, H/ACA box 22C"
107984459,0.39031,4.05E-03,0.2601,-2.87417,-0.7477072,383.57,LOC107984459,
4703,0.39321,4.13E-03,0.2699,-2.867803,-0.7740312,587.42,NEB,nebulin
84698,0.39321,4.14E-03,0.2011,-2.867239,-0.5766622,199.6,CAPS2,calcyphosine 2
107984702,0.39321,4.14E-03,0.4563,-2.86765,-1.3084323,12.4,LOC107984702,uncharacterized LOC107984702
2890,0.39367,4.17E-03,0.1933,-2.86535,-0.5538079,6358.22,GRIA1,glutamate ionotropic receptor AMPA type subunit 1
100189414,0.39402,4.19E-03,0.2016,2.863557,0.5772941,112.14,TRC-GCA2-4,tRNA-Cys (anticodon GCA) 2-4
55929,0.4033,4.35E-03,0.0988,2.851675,0.2816486,486.53,DMAP1,DNA methyltransferase 1 associated protein 1
4216,0.4033,4.35E-03,0.0718,-2.851668,-0.2046823,1241.82,MAP3K4,mitogen-activated protein kinase kinase kinase 4
26960,0.4033,4.34E-03,0.1881,-2.852653,-0.5365284,2259.73,NBEA,neurobeachin
643837,0.40399,4.38E-03,0.096,-2.849636,-0.2734405,305.57,LINC01128,long intergenic non-protein coding RNA 1128
148641,0.40889,4.61E-03,0.5958,-2.833153,-1.6881001,23.89,SLC35F3,solute carrier family 35 member F3
105373455,0.40889,4.64E-03,0.3702,-2.831218,-1.0480453,14.07,LOC105373455,
105373730,0.40889,4.62E-03,0.295,-2.832476,-0.8356381,36.37,LOC105373730,
29925,0.40889,4.58E-03,0.1222,2.835499,0.3466334,476.16,GMPPB,GDP-mannose pyrophosphorylase B
221927,0.40889,4.64E-03,0.0607,2.831327,0.1717889,909.47,BRAT1,BRCA1 associated ATM activator 1
27319,0.40889,4.57E-03,1.4659,-2.836187,-4.1575585,57.06,BHLHE22,basic helix-loop-helix family member e22
105376050,0.40889,4.61E-03,0.3815,-2.833367,-1.0808789,109.62,LOC105376050,uncharacterized LOC105376050
6468,0.40889,4.47E-03,0.2029,-2.843056,-0.5767387,239.63,FBXW4,F-box and WD repeat domain containing 4
23316,0.40889,4.48E-03,0.6489,-2.841953,-1.8441565,88.74,CUX2,cut like homeobox 2
89832,0.40889,4.55E-03,0.1754,-2.837579,-0.4976635,90.78,CHRFAM7A,CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion
105376442,0.41168,4.69E-03,0.5171,-2.827617,-1.4622535,9.6,LOC105376442,uncharacterized LOC105376442
729852,0.41209,4.72E-03,0.1041,2.82588,0.2940754,239.36,UMAD1,UBAP1-MVB12-associated (UMA) domain containing 1
55374,0.41415,4.76E-03,0.1046,2.822869,0.2953777,225.03,TMCO6,transmembrane and coiled-coil domains 6
339977,0.41589,4.81E-03,0.3613,-2.819438,-1.0186529,127.34,LRRC66,leucine rich repeat containing 66
81027,0.41589,4.82E-03,0.5094,2.818707,1.4357768,100.03,TUBB1,tubulin beta 1 class VI
10610,0.42053,4.90E-03,0.69,-2.813743,-1.9414089,161.67,ST6GALNAC2,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2"
6004,0.42085,4.98E-03,0.2064,2.808627,0.5798226,126.54,RGS16,regulator of G protein signaling 16
9736,0.42085,5.05E-03,0.0593,-2.803845,-0.1663907,5722.41,USP34,ubiquitin specific peptidase 34
677807,0.42085,5.05E-03,0.1818,2.803863,0.5097908,2515.16,SNORA22,"small nucleolar RNA, H/ACA box 22"
107986992,0.42085,4.98E-03,0.5153,-2.808381,-1.4471574,16.74,LOC107986992,uncharacterized LOC107986992
692072,0.42085,5.00E-03,0.2291,-2.80672,-0.6431085,32.98,SNORD5,"small nucleolar RNA, C/D box 5"
57614,0.42085,5.02E-03,0.0661,-2.805745,-0.1853437,1403.26,RELCH,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing"
79087,0.42085,4.93E-03,0.0906,2.81177,0.2546495,509.86,ALG12,"ALG12 alpha-1,6-mannosyltransferase"
125050,0.42315,5.10E-03,0.0742,2.800728,0.2077034,956659.37,RN7SK,RNA component of 7SK nuclear ribonucleoprotein
203859,0.42359,5.13E-03,0.4424,-2.79904,-1.238333,222.65,ANO5,anoctamin 5
107985194,0.42442,5.26E-03,0.2614,-2.790713,-0.7295532,176.68,LINC02798,long intergenic non-protein coding RNA 2798
100189122,0.42442,5.25E-03,0.2126,2.791496,0.5935898,84.11,TRK-TTT3-1,tRNA-Lys (anticodon TTT) 3-1
63914,0.42442,5.26E-03,0.2456,-2.79039,-0.68526,45.8,LINC01590,long intergenic non-protein coding RNA 1590
