GeneID,padj,pvalue,lfcSE,stat,log2FoldChange,baseMean,Symbol,Description
5396,4.31E-03,2.10E-05,0.9232,4.2540717,3.92740535,1778.57,PRRX1,paired related homeobox 1
183,4.43E-03,2.18E-05,0.8518,4.2454547,3.61639977,166.35,AGT,angiotensinogen
7753,4.51E-03,2.25E-05,0.1677,4.2386432,0.71074395,177.98,ZNF202,zinc finger protein 202
3908,4.58E-03,2.31E-05,0.6688,4.233018,2.8309963,1299.52,LAMA2,laminin subunit alpha 2
79652,4.60E-03,2.34E-05,0.6861,4.2296496,2.90176446,33.16,TMEM204,transmembrane protein 204
64783,4.61E-03,2.40E-05,0.3289,-4.2241382,-1.38915166,663.03,RBM15,RNA binding motif protein 15
153222,4.61E-03,2.42E-05,0.3409,-4.2223154,-1.43951947,771.5,CREBRF,CREB3 regulatory factor
147339,4.61E-03,2.41E-05,0.1803,-4.2232635,-0.76133038,723.11,C18orf25,chromosome 18 open reading frame 25
91584,4.63E-03,2.53E-05,0.6075,4.2123018,2.55908149,578.74,PLXNA4,plexin A4
26233,4.63E-03,2.49E-05,0.2195,4.2157262,0.92519422,268.82,FBXL6,F-box and leucine rich repeat protein 6
63895,4.63E-03,2.51E-05,0.5476,4.2141189,2.30753155,4648.1,PIEZO2,piezo type mechanosensitive ion channel component 2
2627,4.63E-03,2.52E-05,1.3628,4.2127201,5.74109115,160.54,GATA6,GATA binding protein 6
7317,4.94E-03,2.72E-05,0.1118,-4.1954515,-0.46892668,11652.88,UBA1,ubiquitin like modifier activating enzyme 1
4573,5.17E-03,2.88E-05,0.1993,4.1830315,0.83387276,443.98,TRNR,tRNA-Arg
134145,5.28E-03,2.99E-05,0.2518,4.1745306,1.05109044,141.72,ATPSCKMT,ATP synthase c subunit lysine N-methyltransferase
352887,5.28E-03,2.99E-05,1.0526,4.1738484,4.39341201,9.18,GYG2P1,glycogenin 2 pseudogene 1
23187,5.33E-03,3.07E-05,0.1641,4.1684446,0.68398237,2376.74,PHLDB1,pleckstrin homology like domain family B member 1
440119,5.33E-03,3.08E-05,1.0338,-4.1676636,-4.30852072,72.3,FZD10-AS1,FZD10 antisense divergent transcript
23371,5.34E-03,3.11E-05,0.6399,4.16498,2.66509528,560.47,TNS2,tensin 2
338773,5.34E-03,3.14E-05,0.9207,4.1629274,3.83274653,155.09,TMEM119,transmembrane protein 119
5156,5.42E-03,3.25E-05,0.8276,4.1555018,3.43922804,1964.01,PDGFRA,platelet derived growth factor receptor alpha
340990,5.42E-03,3.25E-05,0.8787,4.1554986,3.65130914,651.29,OTOG,otogelin
112268421,5.43E-03,3.32E-05,0.5406,4.1500339,2.24359461,15.84,LOC112268421,
6444,5.43E-03,3.31E-05,0.9034,4.1510485,3.74996949,89.37,SGCD,sarcoglycan delta
220906,5.43E-03,3.34E-05,0.2476,4.1492281,1.02728911,451.07,WAC-AS1,WAC antisense RNA 1 (head to head)
677805,6.07E-03,3.76E-05,0.3352,-4.121686,-1.3814062,35.83,SNORA18,"small nucleolar RNA, H/ACA box 18"
5122,6.53E-03,4.08E-05,0.639,4.1028254,2.62163928,692.74,PCSK1,proprotein convertase subtilisin/kexin type 1
54491,6.82E-03,4.30E-05,0.3337,4.09054,1.36493499,151.47,OTULINL,OTU deubiquitinase with linear linkage specificity like
340390,7.31E-03,4.65E-05,0.3508,4.0725191,1.42863119,116.81,WDR97,WD repeat domain 97
105370877,7.40E-03,4.74E-05,0.7108,-4.067924,-2.89149174,26.92,LOC105370877,
4060,7.42E-03,4.80E-05,0.645,4.065271,2.62217317,1299.84,LUM,lumican
651,7.45E-03,4.86E-05,1.0611,4.0621905,4.31018998,30.08,BMP3,bone morphogenetic protein 3
283208,7.45E-03,4.90E-05,0.9033,4.060539,3.66790358,170.67,P4HA3,prolyl 4-hydroxylase subunit alpha 3
2028,7.54E-03,5.04E-05,0.7816,4.053895,3.16865527,96.16,ENPEP,glutamyl aminopeptidase
730,7.54E-03,5.02E-05,0.9745,4.0547697,3.95124235,1074.55,C7,complement C7
6538,7.56E-03,5.09E-05,0.8258,4.0516429,3.34574021,74.77,SLC6A11,solute carrier family 6 member 11
9425,7.68E-03,5.21E-05,0.2082,-4.0460784,-0.84222329,947.3,CDYL,chromodomain Y like
1266,8.48E-03,5.80E-05,0.1939,-4.0209933,-0.77951572,8587.3,CNN3,calponin 3
107986413,8.72E-03,6.01E-05,0.9253,4.012587,3.71288602,129.86,LOC107986413,
57795,8.75E-03,6.07E-05,0.5636,4.0100161,2.26015314,44.3,BRINP2,BMP/retinoic acid inducible neural specific 2
100130950,9.20E-03,6.44E-05,0.2794,3.9962124,1.11672187,56.59,ZNF594-DT,ZNF594 divergent transcript
284561,9.57E-03,6.75E-05,0.8831,3.984979,3.51929493,38.86,LINC02806,long intergenic non-protein coding RNA 2806
3479,9.60E-03,6.82E-05,1.2929,3.9826285,5.14906516,193.3,IGF1,insulin like growth factor 1
203069,9.92E-03,7.09E-05,0.1164,3.9730924,0.46240826,434.54,R3HCC1,R3H domain and coiled-coil containing 1
54443,1.00E-02,7.22E-05,0.3473,-3.9690771,-1.37848043,1184.32,ANLN,"anillin, actin binding protein"
7643,1.02E-02,7.38E-05,0.3467,-3.9635484,-1.37401884,144.94,ZNF90,zinc finger protein 90
3488,1.02E-02,7.47E-05,0.8136,3.9606525,3.22228327,24480.32,IGFBP5,insulin like growth factor binding protein 5
375,1.07E-02,7.87E-05,0.1861,-3.9483345,-0.7348713,8186.13,ARF1,ADP ribosylation factor 1
55262,1.07E-02,8.06E-05,0.1747,3.9425771,0.68875538,301.64,TRAPPC14,trafficking protein particle complex subunit 14
5118,1.07E-02,8.05E-05,0.6455,3.9428247,2.54527666,1420.26,PCOLCE,procollagen C-endopeptidase enhancer
107984338,1.07E-02,7.95E-05,0.4493,3.945872,1.77294965,127.3,LOC107984338,
8239,1.07E-02,8.11E-05,0.211,-3.941137,-0.83166276,7222.13,USP9X,ubiquitin specific peptidase 9 X-linked
375743,1.10E-02,8.37E-05,0.2917,-3.9334196,-1.14725057,2731.02,PTAR1,protein prenyltransferase alpha subunit repeat containing 1
721,1.12E-02,8.60E-05,0.5968,3.9270079,2.34349755,419.44,C4B,complement C4B (Chido blood group)
150967,1.14E-02,8.81E-05,0.4817,3.9212191,1.88882564,248.35,LINC01963,long intergenic non-protein coding RNA 1963
63923,1.15E-02,8.94E-05,0.8791,3.9175801,3.44380031,275.54,TNN,tenascin N
100129484,1.15E-02,9.14E-05,0.4472,3.9124772,1.74967777,45.9,LINC02983,long intergenic non-protein coding RNA 2983
3751,1.15E-02,9.16E-05,0.5462,3.9118555,2.13662997,132.75,KCND2,potassium voltage-gated channel subfamily D member 2
79987,1.15E-02,9.05E-05,0.9974,3.9146555,3.90459694,518.9,SVEP1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
79101,1.18E-02,9.50E-05,0.2284,-3.902971,-0.89128016,1387.07,TAF1D,"TATA-box binding protein associated factor, RNA polymerase I subunit D"
54813,1.18E-02,9.52E-05,0.249,-3.9024235,-0.97172151,1252.41,KLHL28,kelch like family member 28
107986373,1.18E-02,9.59E-05,0.328,3.9007901,1.27962911,24.21,LOC107986373,mitochondrial import receptor subunit TOM5 homolog
285955,1.20E-02,9.83E-05,0.28,3.8946594,1.09062732,58.92,SPDYE1,speedy/RINGO cell cycle regulator family member E1
144132,1.22E-02,9.98E-05,0.2715,-3.8909643,-1.05637745,672.04,DNHD1,dynein heavy chain domain 1
85004,1.24E-02,1.03E-04,0.6012,3.8827959,2.33429079,89.62,RERG,RAS like estrogen regulated growth inhibitor
79879,1.24E-02,1.03E-04,0.2093,-3.8834383,-0.81270815,624.95,CCDC134,coiled-coil domain containing 134
23092,1.27E-02,1.06E-04,0.2409,3.8753922,0.93352616,377.81,ARHGAP26,Rho GTPase activating protein 26
105372863,1.27E-02,1.07E-04,0.4894,-3.8740477,-1.89603995,19.66,LOC105372863,uncharacterized LOC105372863
1278,1.28E-02,1.10E-04,0.6842,3.8682534,2.64672536,80071.16,COL1A2,collagen type I alpha 2 chain
23768,1.28E-02,1.09E-04,0.7115,3.8694892,2.75313456,604.34,FLRT2,fibronectin leucine rich transmembrane protein 2
57608,1.31E-02,1.13E-04,0.5263,3.860177,2.03150972,478.2,JCAD,junctional cadherin 5 associated
646405,1.31E-02,1.14E-04,0.4034,3.8596715,1.55693264,61.99,TPTE2P1,TPTE2 pseudogene 1
677822,1.32E-02,1.14E-04,0.3834,-3.8576284,-1.47903838,82.94,SNORA40,"small nucleolar RNA, H/ACA box 40"
100500837,1.33E-02,1.16E-04,0.863,3.8538011,3.32595722,2429.72,MIR3606,microRNA 3606
81794,1.35E-02,1.19E-04,0.4673,3.8482242,1.79830286,1188.78,ADAMTS10,ADAM metallopeptidase with thrombospondin type 1 motif 10
3645,1.40E-02,1.25E-04,0.9679,3.8355662,3.71229021,94.59,INSRR,insulin receptor related receptor
1281,1.40E-02,1.25E-04,0.8468,3.8353808,3.24795749,73858.8,COL3A1,collagen type III alpha 1 chain
216,1.40E-02,1.25E-04,0.9856,3.8354797,3.78025179,117.71,ALDH1A1,aldehyde dehydrogenase 1 family member A1
10350,1.42E-02,1.28E-04,0.8261,3.8296383,3.16384498,27.84,ABCA9,ATP binding cassette subfamily A member 9
105373791,1.50E-02,1.38E-04,0.8626,3.8125714,3.28859671,3351.88,LOC105373791,uncharacterized LOC105373791
133746,1.50E-02,1.37E-04,0.1685,-3.8139213,-0.6427199,905.65,JMY,"junction mediating and regulatory protein, p53 cofactor"
23105,1.50E-02,1.39E-04,0.582,3.8107392,2.21767684,68.78,FSTL4,follistatin like 4
7434,1.50E-02,1.38E-04,0.6495,3.8110151,2.47519186,244.71,VIPR2,vasoactive intestinal peptide receptor 2
55635,1.51E-02,1.42E-04,0.4752,-3.8049473,-1.80804384,927.56,DEPDC1,DEP domain containing 1
8671,1.51E-02,1.42E-04,0.7305,3.8041074,2.77880025,347.46,SLC4A4,solute carrier family 4 member 4
9627,1.51E-02,1.41E-04,0.6067,3.8068276,2.30976346,647.83,SNCAIP,synuclein alpha interacting protein
57532,1.51E-02,1.41E-04,0.2576,-3.8064547,-0.98053439,4813.64,NUFIP2,nuclear FMR1 interacting protein 2
57381,1.52E-02,1.45E-04,0.8127,3.8002536,3.08836653,145.56,RHOJ,ras homolog family member J
259232,1.53E-02,1.46E-04,0.5589,3.7975443,2.12230015,103.47,NALCN,"sodium leak channel, non-selective"
3038,1.57E-02,1.51E-04,0.2196,3.7901529,0.83217973,117.8,HAS3,hyaluronan synthase 3
85449,1.61E-02,1.55E-04,0.7073,3.7830853,2.67561406,160.46,KIAA1755,KIAA1755
3233,1.64E-02,1.59E-04,1.1787,3.776901,4.45179003,46.38,HOXD4,homeobox D4
9185,1.64E-02,1.60E-04,0.4809,3.7746655,1.81532809,137.27,REPS2,RALBP1 associated Eps domain containing 2
460,1.67E-02,1.65E-04,0.3721,3.7672006,1.4016051,789.03,ASTN1,astrotactin 1
3624,1.67E-02,1.65E-04,0.9552,3.7678953,3.59896575,958.93,INHBA,inhibin subunit beta A
101929248,1.67E-02,1.64E-04,0.298,3.7695756,1.1234792,59.08,LOC101929248,uncharacterized LOC101929248
720,1.67E-02,1.67E-04,0.5637,3.7647681,2.12219328,455.85,C4A,complement C4A (Rodgers blood group)
146395,1.71E-02,1.72E-04,0.6856,3.7566315,2.57570179,39.32,GSG1L,GSG1 like
105416157,1.71E-02,1.71E-04,0.6376,3.7579194,2.39604637,67.45,NKILA,NF-kappaB interacting lncRNA
105371206,1.72E-02,1.74E-04,0.4434,-3.7540258,-1.6644349,20.69,LOC105371206,uncharacterized LOC105371206
2875,1.74E-02,1.77E-04,0.41,3.7501274,1.53744037,60.48,GPT,glutamic--pyruvic transaminase
26231,1.75E-02,1.79E-04,0.3401,3.7471649,1.27457857,52.88,FBXL9P,"F-box and leucine rich repeat protein, pseudogene"
257000,1.75E-02,1.80E-04,0.384,-3.7451682,-1.43825323,201.29,TINCR,TINCR ubiquitin domain containing
25891,1.75E-02,1.81E-04,0.7608,3.7438428,2.84819027,303.13,PAMR1,peptidase domain containing associated with muscle regeneration 1
51132,1.78E-02,1.85E-04,0.1904,-3.7390256,-0.71177446,3751.1,RLIM,"ring finger protein, LIM domain interacting"
6491,1.79E-02,1.89E-04,0.3968,-3.733015,-1.48127935,463.28,STIL,STIL centriolar assembly protein
91752,1.79E-02,1.90E-04,0.6831,3.731373,2.54883153,45.75,ZNF804A,zinc finger protein 804A
285819,1.79E-02,1.90E-04,0.5769,-3.7322958,-2.15312563,24.88,LOC285819,uncharacterized LOC285819
23469,1.79E-02,1.91E-04,0.2323,-3.7302429,-0.86652259,2647.64,PHF3,PHD finger protein 3
7291,1.79E-02,1.87E-04,0.8953,3.7356458,3.3444858,706.58,TWIST1,twist family bHLH transcription factor 1
80274,1.79E-02,1.89E-04,0.3923,3.7331465,1.46434814,1102.25,SCUBE1,"signal peptide, CUB domain and EGF like domain containing 1"
107986372,1.81E-02,1.94E-04,0.3335,3.7261514,1.24285395,22.72,LOC107986372,mitochondrial import receptor subunit TOM5 homolog
153163,1.85E-02,2.00E-04,0.6489,3.7184659,2.41282515,45.28,MGC32805,uncharacterized LOC153163
6924,1.89E-02,2.06E-04,0.244,-3.7110941,-0.90562905,1605.34,ELOA,elongin A
9804,1.89E-02,2.06E-04,0.1459,-3.7111671,-0.54142224,7240.24,TOMM20,translocase of outer mitochondrial membrane 20
106633803,1.90E-02,2.08E-04,0.7157,-3.708711,-2.65424551,29.06,SNORD134,"small nucleolar RNA, C/D box 134"
2669,1.91E-02,2.10E-04,0.3615,-3.7062011,-1.33996705,489.33,GEM,GTP binding protein overexpressed in skeletal muscle
100873998,1.92E-02,2.12E-04,0.7268,-3.703923,-2.69212091,82.94,MEIS1-AS2,MEIS1 antisense RNA 2
100506621,2.02E-02,2.25E-04,0.6503,3.6890409,2.39903536,133.76,LINC01279,replaced by ID 151887
112268447,2.03E-02,2.28E-04,0.6455,3.6863424,2.37967326,146.01,LOC112268447,
114800,2.04E-02,2.29E-04,0.3853,3.6843291,1.41973274,64.37,CCDC85A,coiled-coil domain containing 85A
107986058,2.04E-02,2.31E-04,0.8353,3.682037,3.07550046,82.38,LOC107986058,uncharacterized LOC107986058
643719,2.04E-02,2.31E-04,0.3367,3.6819196,1.23957878,35.93,SCGB1B2P,"secretoglobin family 1B member 2, pseudogene"
25878,2.04E-02,2.33E-04,0.9902,3.6803441,3.64439153,1592.5,MXRA5,matrix remodeling associated 5
100996712,2.12E-02,2.43E-04,0.2416,-3.6700095,-0.88662779,711.45,SRGAP2D,SLIT-ROBO Rho GTPase activating protein 2D (pseudogene)
23704,2.12E-02,2.44E-04,0.7005,3.6681311,2.56958934,64.19,KCNE4,potassium voltage-gated channel subfamily E regulatory subunit 4
285,2.13E-02,2.47E-04,0.8419,3.6657212,3.08619701,111.19,ANGPT2,angiopoietin 2
6840,2.13E-02,2.47E-04,0.3524,3.6658358,1.29173852,1272.3,SVIL,supervillin
286495,2.13E-02,2.49E-04,0.2565,3.6629027,0.93959817,135.31,TTC3P1,tetratricopeptide repeat domain 3 pseudogene 1
10735,2.13E-02,2.49E-04,0.1886,-3.6635896,-0.69097545,2453.01,STAG2,stromal antigen 2
729085,2.15E-02,2.54E-04,0.6537,3.6577187,2.39103259,58.93,GASK1A,golgi associated kinase 1A
206338,2.15E-02,2.53E-04,0.5196,-3.658749,-1.90118771,42.73,LVRN,laeverin
388591,2.17E-02,2.57E-04,0.4759,3.6551195,1.73940794,181.52,RNF207,ring finger protein 207
54726,2.19E-02,2.62E-04,0.1606,-3.6507104,-0.58627008,1158.39,OTUD4,OTU deubiquitinase 4
6913,2.28E-02,2.73E-04,0.8755,3.6397383,3.18660211,154.92,TBX15,T-box transcription factor 15
11221,2.28E-02,2.75E-04,0.2786,-3.6379414,-1.01369144,117.98,DUSP10,dual specificity phosphatase 10
81573,2.37E-02,2.91E-04,0.1394,-3.6235838,-0.50497064,737.01,ANKRD13C,ankyrin repeat domain 13C
200765,2.37E-02,2.93E-04,0.1801,3.6214881,0.65239963,206.29,TIGD1,tigger transposable element derived 1
107987057,2.37E-02,2.90E-04,0.3466,-3.6237024,-1.25581612,94.13,LOC107987057,
10319,2.37E-02,2.93E-04,0.6588,3.6217891,2.38604899,572.84,LAMC3,laminin subunit gamma 3
463,2.37E-02,2.92E-04,0.3795,3.6224452,1.37454757,4313.25,ZFHX3,zinc finger homeobox 3
163131,2.37E-02,2.90E-04,0.2403,3.6243149,0.87080379,483.2,ZNF780B,zinc finger protein 780B
22936,2.39E-02,2.97E-04,0.3166,-3.6182167,-1.14552663,425.11,ELL2,elongation factor for RNA polymerase II 2
283298,2.40E-02,2.99E-04,0.9878,3.6159602,3.57176686,188.38,OLFML1,olfactomedin like 1
100652846,2.43E-02,3.03E-04,0.5797,3.6123048,2.09396709,54.88,CACNA1C-AS1,CACNA1C antisense RNA 1
22887,2.43E-02,3.08E-04,0.1574,-3.6084103,-0.56812758,1599.09,FOXJ3,forkhead box J3
80114,2.43E-02,3.08E-04,0.6948,3.6082662,2.50694205,298.87,BICC1,BicC family RNA binding protein 1
